hashtag,GRUENE,LINKE,CDUCSU,SPD,AFD,FDP
beweislastumkehr,0,1,0,0,0,0
bewerben,0,0,0,1,0,0
bewerbersituation,0,0,0,0,1,0
bewertung,0,0,1,0,0,1
bewundern,0,0,0,0,1,0
bewusst,1,1,0,1,1,0
bewusstes,0,1,0,0,0,0
bezahlen,3,5,0,1,3,0
bezahlt,0,0,0,1,0,0
bezahlung,0,3,0,1,0,0
bezeichnen,0,0,2,0,0,0
bezeichnend,0,0,0,0,1,0
beziehen,0,0,1,2,0,0
beziehungsweise,0,0,3,1,2,0
bezug,0,0,0,1,1,0
bgh,0,0,0,0,1,0
bibel,0,0,1,0,1,0
bibi,0,0,0,0,1,0
biden,0,0,0,0,1,1
bieten,0,0,0,0,2,1
big,0,0,0,1,0,0
biggest,0,0,0,2,0,0
bikini,0,0,0,0,1,0
bilanz,0,0,0,0,1,0
bild,1,3,0,0,1,2
bildende,0,1,0,0,0,0
bilderstürmern,0,0,0,0,1,0
bildung,1,1,2,0,1,2
bildungs,0,0,0,0,1,0
bildungsausschuss,0,0,0,0,1,0
bildungsbürgern,0,0,1,0,0,0
bildungsgerechtigkeit,0,1,0,0,0,0
bildungspartnerschaft,0,0,0,0,1,0
bildungsstudie,0,1,0,0,0,0
bildungsverlierer,0,0,0,0,1,0
bill,0,0,0,1,0,0
billig,0,1,0,0,0,0
billigen,1,0,0,0,0,0
bims,0,1,0,0,0,0
binary,1,0,0,0,0,0
binding,0,0,0,1,0,0
binnen,1,0,5,1,1,0
binneni,1,0,0,0,0,0
binären,0,2,1,0,0,0
biologie,0,0,0,0,4,0
biologisch,0,0,0,0,3,0
biologische,0,0,0,0,1,0
bionade,0,0,0,0,1,0
bis,1,1,0,1,0,0
bisexuell,0,0,0,1,0,0
bishe,0,0,0,0,1,0
bisherig,1,0,0,1,0,0
bit,0,0,0,1,0,0
bitte,4,1,0,0,2,0
bitten,3,1,0,1,3,0
bitter,1,0,0,0,0,0
blacklivesmatter,0,0,0,0,1,0
blackrock,0,0,0,0,1,0
blank,1,0,0,0,0,0
blatt,0,0,0,0,1,0
blaue,0,0,0,0,1,0
bleib,1,0,0,0,0,0
bleiben,4,3,3,0,12,1
blicken,0,0,1,1,1,0
blind,0,0,1,0,0,0
blitzschnell,0,0,0,0,1,0
blm,0,0,0,0,1,0
blockade,0,0,0,0,1,0
blocke,0,0,0,1,0,0
blocken,0,0,0,1,0,0
blockieren,1,0,0,0,0,0
bloß,1,0,0,1,0,0
blume,0,1,0,0,1,0
blöd,0,0,0,1,1,0
blödsinn,0,0,1,2,1,0
bm,0,1,0,0,0,0
bmfsfj,0,0,1,0,0,0
bmw,0,0,0,0,1,0
boah,0,1,0,0,0,0
bochum,0,0,0,1,0,0
bock,1,0,0,0,0,0
bockig,1,0,0,0,0,0
boden,0,0,1,0,1,0
bonn,1,0,0,0,0,1
bonner,0,0,1,0,0,0
bonzen,0,0,0,0,1,0
border,0,0,0,0,1,0
bornierte,0,0,0,0,1,0
boshaft,0,0,1,0,0,0
both,0,2,0,0,0,0
botschaft,1,0,0,0,0,0
boy,1,0,0,0,0,0
bpt18,0,0,0,0,0,1
br,0,0,0,1,0,0
branche,0,1,1,0,0,1
branchenneutrale,0,0,0,0,1,0
branchenunterschied,0,0,0,0,1,0
brand,0,0,0,0,1,0
brandenburg,0,1,0,0,1,0
brandner,0,0,0,0,9,0
brandnerfragt,0,0,0,0,1,0
brauc,0,0,0,0,1,0
brauche,0,1,0,0,0,0
brauchen,11,7,2,5,12,4
brav,0,0,1,0,0,0
bravo,0,0,0,0,1,0
brd,0,0,0,0,1,0
breakthesilence,0,0,0,1,0,0
brechen,0,1,0,0,0,0
breg,0,2,0,0,0,0
breit,0,0,4,0,1,0
breitband,0,0,0,0,1,0
bremen,0,1,0,0,0,0
bremsen,0,0,0,0,2,0
brennen,0,0,1,0,0,0
brennend,0,0,0,0,1,0
brexit,0,0,0,0,1,0
brief,0,0,2,0,0,0
bringen,1,0,2,1,6,1
brite,0,0,0,0,2,0
brocken,0,0,0,0,1,0
brokkoli,0,0,0,0,1,0
broschüre,0,0,0,0,1,0
brussels,0,0,0,2,0,0
brust,0,0,0,0,1,0
brustkrebs,1,0,0,0,0,0
bruttostd,0,1,0,0,0,0
bruttostundenlohn,3,0,0,0,0,0
bruttostundenlöhne,0,1,0,0,0,0
brüder,0,0,0,0,1,0
brühl,0,0,0,3,0,0
bt,0,0,0,1,1,0
btadavaeo,0,1,0,0,0,0
btw,0,1,0,0,0,0
btw2021,0,0,0,1,0,0
btw21,1,0,0,0,1,0
buchen,3,1,0,0,0,0
budgeting,3,0,0,1,0,1
bulgaria,0,0,0,2,0,0
bulgarien,0,0,0,1,0,0
bullshi,0,0,0,0,1,0
bullshit,0,0,0,0,1,0
bund,0,2,0,0,2,0
bundesebene,0,0,0,0,1,0
bundeshaushalt,1,0,0,1,0,0
bundeshaushalts,0,1,0,0,0,0
bundesinnenministerium,0,1,0,0,0,0
bundesliga,0,2,0,0,0,0
bundesländern,0,0,1,0,0,0
bundesministerin,1,0,0,0,0,0
bundespolizei,0,0,0,0,1,0
bundespräsidenten,0,0,0,0,1,0
bundesreg,0,1,0,0,0,0
bundesregierung,8,2,0,1,9,0
bundesrepublik,0,1,0,0,0,0
bundestag,11,9,1,2,27,1
bundestagsabgeordnete,0,0,0,2,0,0
bundestagsfraktion,0,0,0,0,1,0
bundestagsverwaltung,1,0,0,0,0,0
bundestagswahl,1,0,0,0,0,1
bundestagswahl2021,0,0,0,0,1,0
bundestagswahlprogramm,1,0,0,0,0,0
bundesverfassungsgericht,0,1,0,0,2,0
bundeswehr,6,0,2,0,15,2
bundesweit,0,2,0,0,0,0
bunt,0,0,0,0,3,0
bunteswehr,0,0,0,0,1,0
buntewelt,0,0,0,0,1,0
buntheit,0,0,0,0,1,0
bureg,0,1,0,0,0,0
burkhardt,0,0,0,0,1,0
busch,0,0,0,0,1,0
business,0,0,0,0,1,0
but,0,1,0,2,0,0
butcher,0,0,0,0,0,1
bverfg,0,0,0,0,2,0
by,1,1,0,5,0,0
bzgl,1,0,1,0,0,0
bzw,1,0,0,0,1,0
bäcker,0,0,0,0,1,1
böckin,0,0,0,0,1,0
bösartig,0,1,0,0,0,0
böse,0,0,1,0,0,0
bösen,0,1,0,0,0,0
bücherregalen,0,0,0,0,1,0
bündnis,0,1,0,0,0,0
bürger,2,0,0,0,1,0
bürgerdialog,0,0,0,0,1,0
bürgerfern,0,0,1,0,0,0
bürgerfonds,1,0,0,0,0,0
bürgerin,0,0,0,0,0,1
bürgerlich,0,0,0,0,2,0
bürgerlicher,0,0,0,0,1,0
bürgern,0,0,0,0,5,3
bürgerversicherung,1,0,0,0,0,0
bürgschaft,0,0,0,1,0,0
büro,0,0,1,0,1,0
bürokratie,0,0,0,0,0,2
ca,0,2,1,0,2,0
call,1,0,0,0,0,0
calltoaction,0,1,0,0,0,0
campaigner,0,0,0,1,0,0
can,0,0,0,4,0,0
cancel,0,1,0,0,0,0
cancelculture,0,3,0,0,0,0
capetown,0,1,0,0,0,0
capitol,0,2,0,0,0,0
cardoso,1,0,0,0,0,0
care,1,0,0,0,0,0
carriegracie,1,0,0,0,0,0
cartoon,0,0,0,0,1,0
cats,0,0,0,1,0,0
cc,1,1,0,0,0,0
cda,0,0,1,0,0,0
cdu,4,2,4,3,17,0
cdugoesafd,0,0,0,1,0,0
cdugoesmerz,1,0,0,0,0,0
cduler,0,0,1,0,0,0
cdurausausderregierung,0,3,0,0,0,0
cecile,0,0,0,1,0,0
cent,0,0,0,0,3,0
ceo,0,1,0,0,0,0
ceu,1,0,0,0,0,0
chairperson,0,0,0,1,0,0
champion,1,1,0,1,0,0
chamäleon,0,0,0,0,1,0
chance,0,0,0,1,0,1
chancengerechtigkeit,0,0,1,0,0,0
chancengleichheit,0,1,1,0,0,0
change,0,0,0,1,0,0
chapeau,1,0,0,0,0,0
chaps,0,1,0,0,0,0
check,0,0,0,1,1,0
checken,0,0,0,1,1,0
chef,0,0,0,0,1,0
chefin,1,0,0,0,0,0
chemie,0,0,0,0,1,0
chen,0,0,0,0,1,0
chief,1,0,0,0,0,0
child,1,0,0,1,0,0
children,0,2,0,0,0,0
china,1,1,0,0,0,0
chinesisch,0,0,1,0,0,0
christ,0,0,0,0,1,0
christentum,0,0,0,0,1,0
christine,0,0,0,0,0,1
christlich,0,0,1,0,0,0
christoph,0,0,0,0,0,1
chromosomenpaar,0,0,0,0,1,0
cities,0,1,0,0,0,0
city,0,0,0,0,2,0
cl,0,0,0,0,0,2
claim,0,0,0,1,0,0
clauskleber,0,0,1,0,0,0
clear,0,0,0,1,0,0
click,0,1,0,0,0,0
climate,0,2,0,6,0,0
climatejustice,4,0,0,0,0,0
close,0,0,0,3,0,0
closing,0,0,0,1,0,0
co,0,0,1,0,5,0
co2,0,0,0,0,1,1
cohesion,0,0,0,1,0,0
cola,0,0,0,1,0,0
collaboration,0,0,0,1,0,0
colleague,0,0,0,1,0,0
combatting,0,0,0,1,0,0
come,0,0,0,1,0,0
comes,0,0,0,1,0,0
comments,0,1,0,0,0,0
commissioner,0,0,0,3,0,0
commitments,0,0,0,1,0,0
committed,0,0,0,2,0,0
committee,0,0,0,1,0,0
communities,0,0,0,1,0,0
concept,0,0,0,1,0,0
conditionality,0,0,0,1,0,0
conference,0,0,0,1,0,0
conflict,0,0,0,1,0,0
congratulations,1,0,0,1,0,0
congress,0,0,0,0,3,0
connewitz,1,0,0,0,0,0
conservative,0,1,0,0,0,0
continue,0,0,0,1,0,0
contribution,0,0,0,1,0,0
convention,0,0,0,1,0,0
conversational,0,1,0,0,0,0
conversations,0,1,0,0,0,0
cool,2,1,0,0,0,0
coole,1,0,0,0,1,0
cooperation,0,0,0,1,0,0
cop13,1,0,0,0,0,0
copyright,0,0,0,1,0,0
core,1,0,0,0,0,0
corona,1,3,1,0,6,2
coronagipfel,0,1,0,0,0,0
coronakrise,0,0,0,0,1,0
coronavirusdeutschland,0,1,0,0,0,0
coronazeiten,1,0,0,0,0,0
corrected,0,0,0,0,1,0
correctness,0,0,0,1,1,0
could,0,0,0,1,0,0
couleur,0,0,0,0,1,0
count,0,0,0,3,0,0
counterpart,0,0,0,1,0,0
couragezeigen,0,0,0,1,0,0
course,0,0,0,1,0,0
court,1,0,0,0,0,0
covid,0,0,0,1,0,0
covid19,0,1,0,1,1,0
covid2019de,0,1,0,0,1,0
creating,0,1,0,0,0,0
crisis,0,0,0,2,0,0
critical,0,0,0,1,0,0
crowdfunding,1,0,0,0,0,0
csu,0,0,1,0,7,2
culturalappropiation,0,0,0,0,1,0
cultutre,0,1,0,0,0,0
cuma,0,1,0,0,0,0
cumexfiles,1,0,0,0,0,0
current,1,0,0,0,0,0
da,6,5,5,5,9,0
dabei,0,0,0,0,1,0
dafür,0,0,1,0,3,0
dahingehend,0,0,1,0,0,0
dahlgren,0,0,0,1,0,0
daily,0,0,0,0,1,0
damalig,0,1,0,0,0,0
dame,0,0,0,0,3,0
damit,2,2,0,0,0,0
dank,1,1,1,0,2,0
dankbar,0,0,0,0,1,0
danke,2,0,0,0,1,0
danken,2,1,2,1,4,0
dankespd,0,0,0,0,1,0
dann,0,0,3,0,2,1
darauf,0,0,1,0,0,0
darstellen,0,0,0,0,1,0
darstellung,0,0,1,0,0,0
darum,0,0,0,0,2,0
darüber,0,0,0,0,1,0
das,0,0,0,1,1,0
dasing,0,0,0,0,1,0
dass,2,0,3,1,2,0
data,2,0,1,0,0,0
daten,0,1,0,0,0,0
datenlücke,1,0,0,0,0,0
datenschutz,0,0,0,0,1,0
datum,1,0,0,0,0,0
dauern,0,0,0,0,1,1
davet,0,1,0,0,0,0
david,0,0,0,1,0,0
davonlaufen,0,0,0,0,2,0
davor,0,0,0,0,1,0
dax,0,0,0,0,1,0
day,0,3,1,2,0,0
dayofthegirl,0,0,0,0,0,1
days,0,0,0,1,0,0
dazu,3,0,0,0,0,1
de,1,3,0,1,0,1
deal,0,1,0,0,0,0
dear,0,0,0,5,0,0
death,0,1,0,0,0,0
debate,0,0,0,3,0,0
debatte,0,7,3,4,3,1
deckel,0,0,0,0,0,1
deckmäntelchen,0,0,0,0,1,0
deepfakes,2,0,0,0,0,0
deeply,0,0,0,1,0,0
defend,1,0,0,0,0,0
definieren,1,0,3,0,0,0
definitiv,0,0,0,0,1,0
degradieren,0,0,0,0,1,0
dekadent,0,0,0,0,1,0
dekadenz,0,0,0,0,1,0
delegation,1,0,0,0,0,0
delta,0,1,0,0,0,0
demagogie,0,1,0,0,0,0
demand,0,0,0,1,0,0
demnächst,0,0,0,0,3,0
democracies,0,0,0,2,0,0
democracy,3,0,0,2,0,0
democrat,0,0,0,0,1,0
democratic,0,0,0,2,0,0
democrats,0,0,0,0,1,0
demokrat,0,1,0,0,0,1
demokratie,1,2,0,1,2,1
demokratieansatz,0,0,0,0,1,0
demokratisch,2,0,0,0,1,0
demokratische,0,0,0,0,1,0
demokratischer,0,0,1,0,0,0
demonstrierende,0,0,0,0,1,0
demoskopen,0,0,0,0,1,0
denis,0,0,0,2,0,0
denkbar,0,0,1,0,0,0
denken,2,7,0,3,1,2
denker,0,0,0,0,1,0
denktdochmalnach,0,0,0,0,1,0
denn,1,2,0,2,0,2
dennoch,0,0,0,1,1,0
denunzieren,0,0,0,0,1,0
deplatziert,1,0,0,0,0,0
deppen,0,0,0,0,1,0
der,1,0,0,0,0,0
derartig,0,0,0,0,1,0
derer,0,0,1,0,0,0
derjenige,1,0,0,0,0,0
derweil,0,0,0,0,1,0
derzeit,0,1,0,0,2,0
desaster,0,1,0,0,0,0
deshalb,0,1,3,0,1,0
design,0,0,0,1,0,0
desto,0,0,0,0,1,0
deswegen,2,0,0,0,2,3
deut,0,0,1,0,0,0
deutlich,3,2,1,0,1,0
deutliche,0,0,0,0,1,0
deutsch,2,3,7,2,32,1
deutsche,0,0,1,2,7,1
deutschen,0,2,0,0,4,3
deutschesprache,0,0,2,1,1,0
deutschland,6,8,5,3,24,0
deutschlandabernormal,0,0,0,0,6,0
deutschlandfunk,0,0,1,0,1,0
deutschlandfunks,0,0,0,0,1,0
deutschlandstipendium,1,0,0,0,0,0
deutschmeister,0,0,0,0,1,0
deutschsprachig,0,0,0,1,0,0
deutschtümelnden,0,1,0,0,0,0
dezentralisierung,0,0,0,0,1,0
dezernent,1,0,0,0,0,0
değerli,0,1,0,0,0,0
dfb,0,1,0,0,2,0
dgb,1,0,0,0,0,0
dialogue,1,0,0,0,0,0
diana,0,0,1,0,0,0
dicht,1,0,0,0,1,0
did,0,0,0,1,0,0
didn,0,0,0,0,0,1
die,0,3,0,0,4,0
diegruenen,0,0,0,0,0,1
diehälftedermacht,1,0,0,0,0,0
diemannschaft,0,0,0,0,1,0
dienen,0,0,0,0,1,0
dienlich,0,0,0,0,0,1
dienstgrade,0,0,1,0,0,1
dienstgraden,0,0,2,0,0,0
diese,1,0,2,0,3,0
diesel,0,0,0,0,3,0
dieseltechnologie,0,0,0,0,1,0
diesen,0,0,0,0,1,0
dieser,0,0,0,0,4,1
dieses,0,1,0,0,1,0
diesmal,0,0,1,0,0,0
diewelle,0,0,0,0,1,0
diffamieren,0,1,1,0,0,0
different,0,0,0,1,0,0
digital,0,0,0,2,0,1
digitalbranche,1,0,0,0,0,0
digitale,0,0,0,0,0,1
digitalebildung,1,0,0,0,0,0
digitalemündigkeit,0,1,0,0,0,0
digitales,0,0,0,1,0,0
digitaleschule,0,0,0,0,1,0
digitalisierung,6,1,0,1,2,0
digitalpakt,0,0,0,0,1,0
digitaltour,1,0,0,0,0,0
diktat,0,0,0,0,1,1
diktatorisch,0,0,0,0,1,0
diktatur,0,0,0,0,3,0
ding,0,0,1,0,0,0
dingen,0,1,0,0,1,0
diplomatie,0,0,0,1,1,0
direkt,1,1,0,1,1,0
disadvantaged,0,1,0,0,0,0
discriminating,0,0,0,1,0,0
discrimination,3,0,0,1,0,0
discuss,1,0,0,0,0,0
discussed,0,0,0,1,0,0
discussion,1,0,0,2,0,0
diskreditieren,1,0,0,0,0,0
diskriminieren,1,0,1,1,4,0
diskriminierend,0,0,0,1,0,0
diskriminiert,0,0,1,0,0,0
diskriminierung,5,3,1,1,1,0
diskriminierungsfreie,0,0,0,0,0,1
diskriminierungsrisiken,1,0,0,0,0,0
diskrminierung,0,0,0,0,1,0
diskurs,0,1,0,0,0,0
diskurstheorie,0,1,0,0,0,0
diskussion,2,2,1,0,3,0
diskussionsteilnehmer,1,0,0,0,0,0
diskutieren,3,1,0,1,1,2
disparat,1,0,0,0,0,0
dissen,0,0,0,1,0,0
distribution,0,1,0,0,0,0
disziplin,1,0,0,0,0,0
ditfurth,0,0,1,0,0,0
divers,1,0,0,0,2,0
diverse,0,0,0,1,2,0
diversen,0,1,0,0,0,0
diversity,0,4,1,1,7,1
diversityday,0,0,0,1,0,0
diversitygaga,0,0,0,0,1,0
diversitytag,1,0,0,0,0,0
diversität,0,1,1,0,0,1
diversitätsgerechtigkeit,0,0,0,0,1,0
divide,0,0,0,0,0,1
diw,0,1,0,0,0,0
dlf,0,0,0,0,1,0
do,0,0,0,1,0,0
doch,2,1,0,0,2,0
dogs,0,0,0,1,0,0
doktrinären,0,1,0,0,0,0
dokument,0,0,0,0,1,0
domestic,0,0,0,2,0,0
dominieren,0,0,0,0,2,0
domsheide,0,1,0,0,0,0
donauwörth,0,0,0,0,1,0
donnerstag,0,0,0,0,1,1
donor,0,0,0,1,0,0
doof,0,0,0,0,1,0
doppelhaushalt,0,0,0,0,1,0
doppelpunkt,3,1,3,0,1,0
doppelspitze,1,0,0,0,0,0
doppelstrukturen,0,0,1,0,0,0
doreen,1,0,0,0,0,0
doria,0,0,0,0,1,0
dort,0,0,0,0,1,0
dortmund,0,0,2,0,0,0
dosis,0,0,1,0,0,0
down,1,0,0,0,0,0
download,1,0,0,0,0,0
dr,1,0,0,0,0,3
dragkid,0,0,0,0,1,0
dramatische,0,0,0,0,1,0
dran,0,2,0,0,1,0
drangsalieren,0,0,0,0,1,0
draußen,1,0,0,0,0,0
dreh,0,1,0,0,0,0
drehen,0,0,1,0,2,1
drei,0,0,0,0,1,0
dreijährige,0,0,0,0,1,0
dreimal,1,0,0,0,0,0
dreistelliger,0,0,0,1,0,0
dresden,0,0,0,0,1,0
dreyer,0,0,0,0,1,0
dringen,2,1,1,1,5,0
dringend,0,0,1,0,0,0
dritteln,0,0,0,0,2,0
drittesgeschlecht,0,0,0,0,1,0
drittgeschlechtsvisitation,0,0,0,0,1,0
drittletzter,1,0,0,0,0,0
drop33,0,0,0,1,0,0
dropping,0,0,0,0,0,1
drucken,0,0,0,0,1,0
drucksen,0,0,0,0,1,0
drängend,0,0,0,0,1,0
drüber,0,1,0,0,0,1
dt,0,1,1,1,1,0
dtl,0,1,0,0,0,0
duden,1,0,3,0,8,1
dudenredaktion,0,0,0,0,1,0
duisburg,0,0,0,1,0,0
dumm,0,0,0,1,1,0
dumpfblüte,0,0,0,0,0,1
durch,0,1,1,0,0,0
durchgegenderten,0,0,0,0,1,0
durchgeknallten,0,0,0,0,1,0
durchkommen,0,1,0,0,0,0
durchlesen,0,0,0,1,0,0
durchschnitt,3,2,0,0,0,0
durchschnittlich,3,3,0,0,0,0
durchsetzen,2,0,0,0,1,0
durchsetzung,0,1,0,0,0,0
durchspielen,0,0,1,0,0,0
dusche,0,0,0,0,1,0
dutzende,0,0,0,0,1,0
dystopie,0,0,0,0,1,0
dämlich,0,0,1,0,0,0
dämliches,0,1,0,0,0,0
dörner,0,0,1,0,0,0
dümpelei,0,0,0,1,0,0
dünn,0,0,0,0,1,0
dünnen,0,0,0,0,1,0
dürfen,0,0,1,0,1,0
düsseldorf,1,0,0,0,0,0
earnings,1,0,0,0,0,0
ebene,0,1,0,1,2,0
ebenfalls,1,0,0,0,0,0
echauffierten,1,0,0,0,0,0
echt,1,2,3,3,4,0
echte,1,1,0,0,0,0
ecke,0,0,0,0,1,0
econ,0,0,0,1,0,0
economics,1,0,0,0,0,0
econtwitter,3,0,0,0,0,0
ediyoruz,0,1,0,0,0,0
education,0,1,0,1,0,0
effektiv,2,1,0,0,0,0
effektive,0,0,1,0,0,0
egal,0,0,2,0,2,0
eh,0,0,1,0,0,0
ehe,0,0,0,0,2,0
ehegattenspltting,1,0,0,0,0,0
ehemalig,0,0,0,0,1,0
ehemals,0,0,0,0,1,0
eher,1,1,3,0,3,2
ehrgeizig,1,0,0,0,0,0
ehrlich,0,0,0,0,0,1
eigentlich,0,4,5,5,11,0
eigenverantwortliche,0,0,0,0,0,1
ein,2,3,3,0,8,0
einblick,1,0,0,0,0,0
einbringen,0,0,0,0,1,0
eindeutig,0,0,1,0,1,1
eindeutigkeit,0,1,0,0,0,0
eindimensional,0,0,0,0,0,1
eindiverspackung,0,0,0,0,1,0
eindruck,1,0,0,0,0,1
eindrucksvoll,0,0,0,0,1,0
eine,2,5,1,1,15,4
einen,0,0,0,1,0,0
einer,1,1,0,0,0,0
eines,0,0,0,0,1,0
einfach,4,5,8,2,11,3
einfallen,0,1,0,0,2,0
einfamilienhaus,0,0,0,0,0,1
einführen,1,2,0,0,0,0
einführung,0,0,0,0,3,0
eingebildet,1,0,0,0,0,0
eingehen,1,0,0,0,0,0
eingreifen,0,0,0,0,1,0
eingriff,1,0,0,0,1,0
einhalt,0,0,0,0,1,0
einhaltung,0,0,0,1,0,0
einheit,0,0,0,0,3,0
einheitliche,0,1,0,0,0,0
einheitlichkeit,0,0,0,0,0,1
einig,1,1,1,0,0,1
einigen,0,1,1,1,0,0
einiges,0,0,0,0,1,0
einklang,0,0,0,1,0,0
einkommen,2,1,0,0,0,0
einkommensdiskriminierung,2,0,0,0,0,0
einkommensunterschied,0,0,0,1,0,0
einkunft,0,1,0,0,0,0
einladung,1,1,0,0,2,0
einlass,0,0,0,0,1,0
einlegen,0,0,0,0,1,0
einleuchten,0,0,0,0,1,0
einmannpackung,0,0,0,0,1,0
einnahmen,0,0,0,0,1,0
einordnen,0,0,1,0,0,0
einrichten,0,1,0,0,0,0
einrichtung,0,0,1,0,0,0
eins,0,0,0,0,2,0
einsatz,0,0,1,1,0,0
einsatzbereitschaft,0,0,0,0,1,0
einsatzlage,0,0,0,0,1,0
einschränken,0,0,0,0,1,0
einschränkung,0,1,0,0,0,0
einschätzung,0,0,0,0,0,1
einseitig,0,0,0,0,1,0
einsetzen,0,2,1,0,2,1
einspruch,0,0,1,0,0,0
einstehen,1,0,0,0,0,0
einsteiger,0,0,0,0,1,0
eintrüben,0,0,0,0,0,1
einwanderer,0,0,0,0,1,0
einwanderung,0,0,0,0,3,0
einwanderungsgesetz,0,0,0,0,1,0
einwanderungsminister,1,0,0,0,0,0
einwohnende,0,0,0,0,1,0
einzig,2,1,1,3,2,1
einzug,0,0,0,0,1,0
eisberg,0,0,0,0,1,0
eisenberg,0,0,0,0,2,0
eisern,0,0,0,0,1,0
eises,0,0,0,0,1,0
ekd,0,0,0,0,2,0
ekelhaft,0,0,0,0,1,0
ekhn,0,0,0,0,1,0
eklig,0,1,0,0,0,0
eklige,0,1,0,0,0,0
elected,0,0,0,1,0,0
election2020results,0,0,0,0,1,0
elektroschocks,0,1,0,0,0,0
eliminieren,0,0,0,0,1,0
elite,0,1,1,0,2,0
elitendebatte,0,0,0,0,0,3
elitär,0,1,1,0,0,1
elizabeth,0,0,0,0,0,1
elke,0,0,0,0,1,0
eltern,0,0,0,0,4,0
elternteil,0,0,0,0,1,0
elternteilen,0,0,0,0,1,0
emanuelcleaver,0,0,0,0,1,0
emanzen,0,0,0,0,1,0
emanzipation,0,2,1,0,0,0
emek,0,1,0,0,0,0
emiratis,0,0,0,1,0,0
emissions,1,0,0,0,0,0
emissionshandels,0,0,0,0,0,1
empathie,0,0,0,0,0,1
empfangen,1,0,0,0,0,0
empfehlen,0,0,0,0,1,0
empfehlung,1,1,1,0,4,0
empfinden,0,1,1,0,0,0
empfindlichkeit,0,0,0,0,1,0
empfohlen,0,0,1,0,0,0
empirie,1,0,0,0,0,0
empower,0,0,0,1,0,0
empowerment,0,0,0,2,0,0
empowers,0,0,0,1,0,0
empören,0,0,0,1,0,1
en,0,0,0,0,2,0
enable,1,0,0,0,0,0
end,0,0,0,2,0,0
endegelaende,0,1,0,0,0,0
enden,1,0,0,1,5,1
endlich,1,1,1,0,3,0
endsexualharassment,0,0,0,1,0,0
endstufe,0,0,0,0,1,0
endung,0,0,1,0,0,0
energie,0,0,0,0,1,1
energiewende,1,0,0,0,2,0
energy,1,0,0,0,0,0
energytransition,1,0,0,0,0,0
engagement,1,0,0,0,0,0
engagieren,2,0,0,0,0,0
engaging,0,0,0,1,0,0
englische,0,0,0,1,0,0
ens,0,0,0,4,1,0
ensured,0,0,0,0,0,1
entblödet,0,0,0,0,1,0
entdecken,1,0,0,0,1,0
enteignung,0,0,0,0,0,1
entfernen,1,0,0,0,1,0
entgegen,0,1,0,1,0,0
entgegensetzen,1,0,0,0,0,0
entgegenstellen,0,0,1,0,0,0
entgegentreten,0,1,0,0,1,0
entgegenwirken,0,0,0,0,1,0
entgeltgleichheit,0,1,1,0,0,0
entgeltgleichheitsgesetz,2,0,0,1,0,0
entgelttransparenz,0,0,0,1,0,0
entgelttransparenzgesetz,2,1,0,0,0,0
entgeltunterschied,0,1,0,0,0,0
enthalten,0,1,0,0,0,0
entlarven,0,0,0,0,2,0
entlarvt,0,0,0,0,1,0
entlasten,0,0,1,0,0,0
entlohnen,1,0,0,0,0,0
entmannt,1,0,0,0,0,0
entscheiden,0,0,1,2,1,0
entscheidend,0,0,0,0,1,0
entscheidung,4,0,1,0,1,1
entscheidungsträgern,1,0,0,0,0,0
entschließungsanträgen,1,0,0,0,0,0
entschuldigen,0,0,0,1,0,0
entsprechen,0,2,2,0,2,0
entsprechend,0,0,0,0,1,0
entstehen,0,0,1,0,0,0
entweder,0,1,0,0,0,0
entwickeln,0,1,0,1,1,0
entwicklung,0,0,2,0,3,0
entwicklungsvorhaben,0,0,0,0,1,0
entwürfe,1,0,0,0,0,0
entwürfen,1,0,0,0,0,0
ep,0,0,0,2,0,0
epa,0,0,0,0,1,0
epd2020,0,1,0,0,0,0
epochale,0,0,0,0,1,0
epplenary,1,0,0,0,0,0
eqaulpayday,0,0,0,1,0,0
equal,0,1,0,4,0,0
equality,2,3,1,14,1,1
equaliy,1,0,0,0,0,0
equalpay,5,6,0,0,0,0
equalpayday,9,6,5,7,1,1
equalpayday2019,0,0,2,0,0,0
equalpayforequalwork,0,1,0,0,0,0
er,0,0,0,0,2,0
erarbeiten,1,0,0,0,0,0
erbrochene,0,0,0,0,1,0
erbärmlich,0,0,0,0,2,0
ereifern,0,0,1,0,0,0
erfahren,0,1,0,0,0,0
erfahrung,0,2,1,0,0,0
erfasst,1,0,0,0,0,0
erfinden,0,0,1,0,0,0
erfinder,0,0,0,0,1,0
erfindung,1,0,0,0,1,0
erfolg,0,0,0,0,1,0
erfolgen,0,1,0,0,0,1
erfolglos,0,0,0,0,1,0
erfolgreich,0,0,0,0,3,0
erfolgsbilanz,0,0,0,0,1,0
erforderlich,0,1,0,0,0,0
erfordern,0,1,0,0,0,1
erforschen,1,0,0,0,0,0
erforschung,0,1,0,0,0,0
erfunden,0,1,0,0,0,0
erfurt,0,0,0,0,1,0
erfüllen,1,0,0,0,0,0
ergatterte,0,0,0,0,1,0
ergeben,0,0,0,1,0,0
ergebnis,1,0,0,0,4,0
ergänzen,0,1,0,0,1,0
ergänzung,0,0,1,0,0,0
erhalten,3,1,0,3,2,0
erheblich,0,0,0,0,1,0
erhellen,1,0,0,0,0,0
erholungsprämie,0,0,0,1,0,0
erhältlich,0,0,0,0,1,0
erhöhen,0,0,1,0,1,0
erhöhung,0,1,0,0,0,0
