,AFD,CDUCSU,FDP,GRUENE,LINKE,SPD
2019-01-24,11.0,2.0,0.0,3.0,0.0,3.0
2019-01-25,11.0,2.0,0.0,3.0,0.0,1.0
2019-01-26,10.0,2.0,0.0,3.0,0.0,1.0
2019-01-27,9.0,2.0,0.0,3.0,0.0,1.0
2019-01-28,11.0,2.0,0.0,3.0,0.0,1.0
2019-01-29,13.0,6.0,1.0,5.0,0.0,1.0
2019-01-30,13.0,6.0,1.0,5.0,0.0,0.0
2019-01-31,14.0,6.0,1.0,5.0,0.0,0.0
2019-02-01,16.0,6.0,1.0,5.0,1.0,0.0
2019-02-02,15.0,6.0,1.0,4.0,1.0,0.0
2019-02-03,16.0,6.0,1.0,4.0,1.0,1.0
2019-02-04,18.0,6.0,1.0,5.0,1.0,1.0
2019-02-05,14.0,5.0,1.0,5.0,4.0,1.0
2019-02-06,12.0,4.0,1.0,5.0,4.0,1.0
2019-02-07,12.0,4.0,1.0,4.0,5.0,1.0
2019-02-08,12.0,4.0,1.0,4.0,5.0,1.0
2019-02-09,12.0,4.0,1.0,4.0,5.0,1.0
2019-02-10,12.0,4.0,1.0,4.0,5.0,1.0
2019-02-11,10.0,4.0,1.0,4.0,5.0,1.0
2019-02-12,8.0,0.0,0.0,2.0,5.0,1.0
2019-02-13,8.0,0.0,0.0,2.0,5.0,1.0
2019-02-14,5.0,0.0,0.0,2.0,5.0,1.0
2019-02-15,3.0,0.0,0.0,2.0,4.0,1.0
2019-02-16,3.0,0.0,0.0,2.0,4.0,1.0
2019-02-17,2.0,0.0,1.0,2.0,4.0,0.0
2019-02-18,1.0,0.0,1.0,1.0,4.0,0.0
2019-02-19,1.0,0.0,1.0,0.0,1.0,0.0
2019-02-20,2.0,0.0,1.0,0.0,1.0,0.0
2019-02-21,2.0,0.0,1.0,0.0,0.0,1.0
2019-02-22,2.0,0.0,1.0,1.0,0.0,1.0
2019-02-23,2.0,0.0,1.0,1.0,0.0,1.0
2019-02-24,2.0,1.0,1.0,1.0,1.0,1.0
2019-02-25,2.0,1.0,1.0,1.0,1.0,1.0
2019-02-26,2.0,1.0,1.0,1.0,1.0,1.0
2019-02-27,3.0,1.0,1.0,1.0,1.0,1.0
2019-02-28,4.0,1.0,1.0,1.0,1.0,1.0
2019-03-01,4.0,2.0,1.0,1.0,1.0,1.0
2019-03-02,4.0,2.0,1.0,1.0,1.0,2.0
2019-03-03,4.0,2.0,0.0,2.0,1.0,2.0
2019-03-04,5.0,3.0,0.0,2.0,1.0,2.0
2019-03-05,9.0,3.0,0.0,2.0,1.0,2.0
2019-03-06,8.0,3.0,0.0,4.0,1.0,2.0
2019-03-07,11.0,3.0,1.0,5.0,2.0,2.0
2019-03-08,12.0,6.0,1.0,4.0,2.0,4.0
2019-03-09,12.0,6.0,3.0,4.0,2.0,4.0
2019-03-10,13.0,5.0,3.0,4.0,2.0,4.0
2019-03-11,14.0,6.0,3.0,4.0,3.0,4.0
2019-03-12,15.0,6.0,3.0,5.0,3.0,4.0
2019-03-13,16.0,6.0,3.0,6.0,3.0,6.0
2019-03-14,16.0,6.0,3.0,6.0,3.0,6.0
2019-03-15,17.0,5.0,3.0,7.0,3.0,7.0
2019-03-16,17.0,5.0,3.0,7.0,3.0,6.0
2019-03-17,17.0,5.0,3.0,6.0,3.0,6.0
2019-03-18,16.0,7.0,6.0,11.0,3.0,11.0
2019-03-19,13.0,8.0,7.0,11.0,3.0,11.0
2019-03-20,18.0,8.0,7.0,9.0,3.0,11.0
2019-03-21,16.0,8.0,6.0,8.0,2.0,10.0
2019-03-22,15.0,5.0,6.0,8.0,3.0,8.0
2019-03-23,15.0,5.0,4.0,8.0,3.0,8.0
2019-03-24,14.0,5.0,4.0,8.0,2.0,8.0
2019-03-25,13.0,4.0,4.0,8.0,1.0,8.0
2019-03-26,12.0,4.0,4.0,7.0,1.0,8.0
2019-03-27,11.0,4.0,4.0,6.0,1.0,6.0
2019-03-28,10.0,4.0,4.0,6.0,1.0,6.0
2019-03-29,9.0,4.0,4.0,5.0,1.0,6.0
2019-03-30,9.0,4.0,4.0,5.0,1.0,6.0
2019-03-31,9.0,4.0,5.0,5.0,1.0,6.0
2019-04-01,8.0,1.0,2.0,1.0,1.0,1.0
2019-04-02,7.0,0.0,1.0,1.0,1.0,1.0
2019-04-03,4.0,0.0,1.0,1.0,1.0,1.0
2019-04-04,3.0,0.0,1.0,1.0,1.0,1.0
2019-04-05,3.0,0.0,1.0,1.0,0.0,1.0
2019-04-06,3.0,0.0,1.0,1.0,0.0,1.0
2019-04-07,3.0,0.0,1.0,1.0,0.0,1.0
2019-04-08,3.0,0.0,1.0,3.0,0.0,1.0
2019-04-09,3.0,0.0,1.0,3.0,0.0,1.0
2019-04-10,2.0,0.0,1.0,4.0,1.0,1.0
2019-04-11,2.0,0.0,1.0,5.0,1.0,1.0
2019-04-12,2.0,0.0,1.0,5.0,1.0,0.0
2019-04-13,2.0,0.0,1.0,5.0,1.0,0.0
2019-04-14,2.0,0.0,0.0,5.0,1.0,0.0
2019-04-15,2.0,0.0,0.0,4.0,1.0,0.0
2019-04-16,2.0,0.0,0.0,4.0,1.0,0.0
2019-04-17,2.0,0.0,0.0,4.0,1.0,0.0
2019-04-18,2.0,0.0,0.0,4.0,1.0,1.0
2019-04-19,2.0,0.0,0.0,4.0,1.0,1.0
2019-04-20,2.0,0.0,0.0,4.0,1.0,1.0
2019-04-21,2.0,0.0,0.0,4.0,1.0,1.0
2019-04-22,3.0,0.0,0.0,2.0,1.0,1.0
2019-04-23,3.0,0.0,0.0,2.0,1.0,1.0
2019-04-24,3.0,0.0,0.0,1.0,1.0,1.0
2019-04-25,5.0,0.0,0.0,0.0,1.0,1.0
2019-04-26,5.0,0.0,0.0,1.0,1.0,1.0
2019-04-27,5.0,0.0,0.0,1.0,1.0,1.0
2019-04-28,5.0,0.0,0.0,1.0,1.0,1.0
2019-04-29,6.0,0.0,0.0,2.0,1.0,1.0
2019-04-30,6.0,0.0,0.0,2.0,2.0,1.0
2019-05-01,4.0,0.0,0.0,2.0,2.0,1.0
2019-05-02,4.0,0.0,0.0,2.0,2.0,0.0
2019-05-03,4.0,0.0,0.0,2.0,2.0,0.0
2019-05-04,4.0,0.0,0.0,2.0,2.0,0.0
2019-05-05,4.0,0.0,0.0,2.0,2.0,0.0
2019-05-06,3.0,0.0,0.0,2.0,2.0,0.0
2019-05-07,4.0,0.0,0.0,2.0,2.0,0.0
2019-05-08,4.0,0.0,0.0,2.0,1.0,0.0
2019-05-09,4.0,0.0,0.0,2.0,1.0,0.0
2019-05-10,4.0,0.0,0.0,1.0,1.0,0.0
2019-05-11,4.0,0.0,0.0,1.0,1.0,0.0
2019-05-12,4.0,0.0,0.0,1.0,1.0,0.0
2019-05-13,4.0,0.0,0.0,0.0,1.0,0.0
2019-05-14,4.0,0.0,0.0,0.0,0.0,0.0
2019-05-15,5.0,0.0,0.0,0.0,0.0,0.0
2019-05-16,5.0,0.0,0.0,0.0,0.0,0.0
2019-05-17,7.0,0.0,0.0,0.0,0.0,0.0
2019-05-18,7.0,0.0,0.0,0.0,0.0,0.0
2019-05-19,7.0,0.0,0.0,1.0,0.0,0.0
2019-05-20,7.0,0.0,0.0,1.0,0.0,0.0
2019-05-21,6.0,0.0,0.0,1.0,0.0,0.0
2019-05-22,7.0,0.0,0.0,1.0,4.0,0.0
2019-05-23,5.0,0.0,0.0,1.0,4.0,0.0
2019-05-24,5.0,0.0,0.0,1.0,4.0,0.0
2019-05-25,5.0,0.0,0.0,1.0,4.0,0.0
2019-05-26,6.0,0.0,0.0,2.0,4.0,0.0
2019-05-27,5.0,0.0,0.0,3.0,4.0,0.0
2019-05-28,5.0,0.0,0.0,3.0,4.0,0.0
2019-05-29,4.0,0.0,0.0,3.0,4.0,0.0
2019-05-30,4.0,0.0,0.0,3.0,4.0,0.0
2019-05-31,3.0,0.0,0.0,3.0,4.0,0.0
2019-06-01,3.0,0.0,0.0,4.0,4.0,0.0
2019-06-02,3.0,0.0,0.0,3.0,4.0,0.0
2019-06-03,3.0,0.0,1.0,3.0,4.0,0.0
2019-06-04,3.0,0.0,1.0,3.0,4.0,0.0
2019-06-05,4.0,0.0,1.0,3.0,0.0,0.0
2019-06-06,4.0,0.0,1.0,3.0,1.0,0.0
2019-06-07,6.0,0.0,1.0,3.0,1.0,0.0
2019-06-08,6.0,0.0,1.0,3.0,1.0,0.0
2019-06-09,5.0,0.0,1.0,2.0,1.0,0.0
2019-06-10,5.0,1.0,1.0,2.0,1.0,0.0
2019-06-11,6.0,1.0,1.0,2.0,1.0,0.0
2019-06-12,7.0,1.0,1.0,2.0,1.0,0.0
2019-06-13,8.0,1.0,1.0,2.0,1.0,0.0
2019-06-14,8.0,1.0,1.0,2.0,1.0,0.0
2019-06-15,8.0,1.0,1.0,1.0,1.0,0.0
2019-06-16,9.0,1.0,1.0,1.0,2.0,0.0
2019-06-17,9.0,1.0,0.0,1.0,2.0,0.0
2019-06-18,10.0,1.0,0.0,1.0,3.0,0.0
2019-06-19,8.0,1.0,0.0,2.0,3.0,0.0
2019-06-20,9.0,1.0,0.0,2.0,2.0,0.0
2019-06-21,7.0,1.0,0.0,2.0,2.0,0.0
2019-06-22,7.0,1.0,0.0,2.0,2.0,0.0
2019-06-23,7.0,1.0,0.0,2.0,2.0,0.0
2019-06-24,7.0,0.0,1.0,1.0,2.0,0.0
2019-06-25,6.0,0.0,1.0,1.0,2.0,0.0
2019-06-26,5.0,0.0,1.0,1.0,2.0,0.0
2019-06-27,4.0,0.0,1.0,1.0,2.0,0.0
2019-06-28,3.0,0.0,2.0,2.0,2.0,0.0
2019-06-29,3.0,0.0,2.0,2.0,2.0,0.0
2019-06-30,2.0,0.0,2.0,2.0,1.0,0.0
2019-07-01,2.0,0.0,2.0,2.0,1.0,0.0
2019-07-02,1.0,0.0,2.0,2.0,0.0,0.0
2019-07-03,3.0,0.0,2.0,1.0,0.0,0.0
2019-07-04,2.0,0.0,2.0,1.0,0.0,0.0
2019-07-05,2.0,0.0,2.0,1.0,1.0,0.0
2019-07-06,2.0,0.0,2.0,1.0,1.0,0.0
2019-07-07,2.0,0.0,2.0,1.0,1.0,0.0
2019-07-08,2.0,0.0,1.0,1.0,2.0,0.0
2019-07-09,2.0,0.0,1.0,1.0,2.0,0.0
2019-07-10,3.0,0.0,1.0,1.0,2.0,0.0
2019-07-11,3.0,0.0,1.0,1.0,2.0,0.0
2019-07-12,3.0,0.0,0.0,0.0,2.0,0.0
2019-07-13,3.0,0.0,0.0,0.0,2.0,0.0
2019-07-14,3.0,0.0,0.0,0.0,2.0,0.0
2019-07-15,3.0,0.0,0.0,0.0,2.0,0.0
2019-07-16,3.0,0.0,0.0,1.0,2.0,0.0
2019-07-17,1.0,0.0,0.0,2.0,2.0,0.0
2019-07-18,1.0,0.0,0.0,2.0,2.0,0.0
2019-07-19,1.0,0.0,0.0,2.0,1.0,0.0
2019-07-20,2.0,0.0,0.0,2.0,1.0,0.0
2019-07-21,2.0,0.0,0.0,2.0,1.0,0.0
2019-07-22,2.0,0.0,0.0,2.0,0.0,0.0
2019-07-23,3.0,0.0,0.0,2.0,0.0,0.0
2019-07-24,2.0,0.0,0.0,2.0,0.0,0.0
2019-07-25,2.0,0.0,0.0,2.0,0.0,0.0
2019-07-26,2.0,0.0,0.0,2.0,0.0,0.0
2019-07-27,2.0,0.0,0.0,2.0,0.0,0.0
2019-07-28,2.0,0.0,0.0,2.0,0.0,0.0
2019-07-29,2.0,0.0,0.0,2.0,0.0,0.0
2019-07-30,2.0,0.0,0.0,1.0,0.0,0.0
2019-07-31,3.0,0.0,0.0,0.0,0.0,0.0
2019-08-01,3.0,0.0,0.0,0.0,0.0,0.0
2019-08-02,3.0,0.0,0.0,1.0,0.0,0.0
2019-08-03,2.0,0.0,0.0,1.0,0.0,0.0
2019-08-04,2.0,0.0,0.0,1.0,0.0,0.0
2019-08-05,2.0,0.0,0.0,1.0,0.0,0.0
2019-08-06,1.0,0.0,0.0,1.0,0.0,0.0
2019-08-07,1.0,0.0,0.0,1.0,0.0,2.0
2019-08-08,1.0,0.0,0.0,1.0,0.0,2.0
2019-08-09,1.0,0.0,0.0,1.0,0.0,2.0
2019-08-10,1.0,0.0,0.0,1.0,0.0,2.0
2019-08-11,1.0,0.0,0.0,1.0,0.0,2.0
2019-08-12,1.0,0.0,0.0,1.0,0.0,2.0
2019-08-13,1.0,0.0,0.0,1.0,0.0,2.0
2019-08-14,2.0,0.0,0.0,1.0,0.0,2.0
2019-08-15,2.0,0.0,0.0,1.0,0.0,2.0
2019-08-16,2.0,0.0,0.0,0.0,0.0,2.0
2019-08-17,2.0,0.0,0.0,0.0,0.0,2.0
2019-08-18,2.0,0.0,0.0,0.0,0.0,2.0
2019-08-19,2.0,0.0,0.0,0.0,0.0,2.0
2019-08-20,2.0,0.0,0.0,0.0,0.0,2.0
2019-08-21,2.0,0.0,0.0,0.0,0.0,0.0
2019-08-22,2.0,0.0,0.0,0.0,0.0,0.0
2019-08-23,2.0,0.0,0.0,0.0,0.0,0.0
2019-08-24,2.0,0.0,0.0,0.0,0.0,0.0
2019-08-25,2.0,0.0,0.0,0.0,0.0,0.0
2019-08-26,2.0,0.0,0.0,0.0,0.0,0.0
2019-08-27,2.0,0.0,0.0,0.0,0.0,0.0
2019-08-28,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-29,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-30,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-31,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-01,0.0,0.0,0.0,0.0,0.0,1.0
2019-09-02,0.0,0.0,0.0,0.0,0.0,1.0
2019-09-03,0.0,0.0,0.0,0.0,0.0,1.0
2019-09-04,0.0,0.0,0.0,0.0,2.0,1.0
2019-09-05,0.0,0.0,0.0,0.0,3.0,1.0
2019-09-06,0.0,0.0,0.0,1.0,3.0,1.0
2019-09-07,0.0,1.0,0.0,1.0,3.0,2.0
2019-09-08,1.0,1.0,0.0,1.0,3.0,2.0
2019-09-09,1.0,1.0,0.0,1.0,3.0,2.0
2019-09-10,1.0,1.0,0.0,1.0,4.0,3.0
2019-09-11,1.0,1.0,0.0,1.0,4.0,3.0
2019-09-12,3.0,1.0,0.0,1.0,4.0,3.0
2019-09-13,4.0,1.0,0.0,1.0,4.0,3.0
2019-09-14,4.0,1.0,0.0,1.0,4.0,3.0
2019-09-15,4.0,1.0,0.0,1.0,4.0,2.0
2019-09-16,4.0,1.0,0.0,1.0,4.0,2.0
2019-09-17,6.0,1.0,0.0,1.0,5.0,2.0
2019-09-18,7.0,1.0,0.0,1.0,3.0,2.0
2019-09-19,7.0,1.0,0.0,1.0,2.0,2.0
2019-09-20,7.0,1.0,0.0,0.0,2.0,2.0
2019-09-21,7.0,0.0,0.0,0.0,2.0,1.0
2019-09-22,6.0,0.0,0.0,0.0,2.0,1.0
2019-09-23,6.0,0.0,0.0,0.0,2.0,1.0
2019-09-24,6.0,0.0,0.0,0.0,1.0,0.0
2019-09-25,7.0,0.0,0.0,1.0,1.0,0.0
2019-09-26,5.0,0.0,0.0,1.0,1.0,0.0
2019-09-27,4.0,0.0,0.0,1.0,2.0,0.0
2019-09-28,5.0,0.0,0.0,1.0,2.0,0.0
2019-09-29,5.0,0.0,0.0,1.0,2.0,0.0
2019-09-30,5.0,0.0,0.0,1.0,2.0,0.0
2019-10-01,3.0,0.0,0.0,1.0,1.0,0.0
2019-10-02,2.0,0.0,0.0,1.0,1.0,0.0
2019-10-03,2.0,0.0,0.0,1.0,1.0,0.0
2019-10-04,2.0,0.0,0.0,2.0,1.0,0.0
2019-10-05,2.0,0.0,0.0,2.0,1.0,0.0
2019-10-06,2.0,0.0,0.0,2.0,1.0,0.0
2019-10-07,3.0,0.0,0.0,2.0,1.0,0.0
2019-10-08,3.0,0.0,0.0,2.0,1.0,0.0
2019-10-09,3.0,0.0,0.0,1.0,1.0,1.0
2019-10-10,3.0,0.0,0.0,1.0,1.0,1.0
2019-10-11,3.0,0.0,1.0,1.0,0.0,1.0
2019-10-12,2.0,0.0,1.0,1.0,0.0,1.0
2019-10-13,2.0,0.0,1.0,2.0,0.0,1.0
2019-10-14,2.0,0.0,1.0,2.0,0.0,1.0
2019-10-15,2.0,0.0,1.0,3.0,0.0,1.0
2019-10-16,2.0,0.0,1.0,3.0,0.0,1.0
2019-10-17,2.0,0.0,1.0,3.0,0.0,1.0
2019-10-18,2.0,0.0,1.0,2.0,1.0,2.0
2019-10-19,2.0,0.0,1.0,2.0,1.0,2.0
2019-10-20,3.0,1.0,1.0,2.0,1.0,2.0
2019-10-21,2.0,1.0,1.0,2.0,1.0,2.0
2019-10-22,2.0,1.0,1.0,2.0,1.0,2.0
2019-10-23,1.0,1.0,1.0,2.0,1.0,1.0
2019-10-24,2.0,1.0,1.0,2.0,1.0,1.0
2019-10-25,2.0,1.0,0.0,2.0,1.0,1.0
2019-10-26,2.0,1.0,0.0,2.0,1.0,1.0
2019-10-27,2.0,1.0,0.0,1.0,1.0,1.0
2019-10-28,2.0,1.0,1.0,1.0,1.0,1.0
2019-10-29,3.0,1.0,1.0,0.0,1.0,1.0
2019-10-30,3.0,1.0,1.0,0.0,1.0,1.0
2019-10-31,3.0,1.0,1.0,0.0,1.0,1.0
2019-11-01,3.0,1.0,1.0,0.0,0.0,0.0
2019-11-02,3.0,1.0,1.0,0.0,0.0,0.0
2019-11-03,2.0,0.0,1.0,0.0,0.0,0.0
2019-11-04,2.0,0.0,1.0,1.0,0.0,0.0
2019-11-05,2.0,0.0,1.0,1.0,0.0,0.0
2019-11-06,2.0,0.0,1.0,1.0,0.0,0.0
2019-11-07,1.0,0.0,1.0,1.0,0.0,0.0
2019-11-08,1.0,0.0,1.0,1.0,0.0,0.0
2019-11-09,1.0,0.0,1.0,1.0,0.0,0.0
2019-11-10,1.0,1.0,1.0,1.0,0.0,0.0
2019-11-11,1.0,1.0,0.0,1.0,0.0,0.0
2019-11-12,1.0,1.0,0.0,1.0,0.0,0.0
2019-11-13,2.0,1.0,0.0,1.0,0.0,0.0
2019-11-14,2.0,1.0,0.0,1.0,0.0,0.0
2019-11-15,2.0,1.0,1.0,1.0,0.0,0.0
2019-11-16,2.0,1.0,1.0,1.0,0.0,0.0
2019-11-17,2.0,1.0,1.0,1.0,0.0,0.0
2019-11-18,2.0,1.0,1.0,0.0,0.0,1.0
2019-11-19,2.0,1.0,1.0,0.0,0.0,1.0
2019-11-20,3.0,1.0,1.0,0.0,1.0,1.0
2019-11-21,3.0,1.0,1.0,0.0,1.0,1.0
2019-11-22,3.0,1.0,1.0,0.0,1.0,1.0
2019-11-23,3.0,1.0,1.0,0.0,1.0,1.0
2019-11-24,3.0,0.0,1.0,0.0,2.0,1.0
2019-11-25,3.0,0.0,1.0,0.0,2.0,1.0
2019-11-26,2.0,0.0,1.0,0.0,2.0,2.0
2019-11-27,3.0,0.0,1.0,1.0,2.0,2.0
2019-11-28,4.0,0.0,1.0,1.0,2.0,2.0
2019-11-29,4.0,0.0,0.0,1.0,2.0,2.0
2019-11-30,5.0,0.0,0.0,1.0,2.0,2.0
2019-12-01,5.0,0.0,0.0,1.0,2.0,2.0
2019-12-02,5.0,0.0,0.0,1.0,2.0,1.0
2019-12-03,5.0,0.0,0.0,1.0,2.0,1.0
2019-12-04,4.0,0.0,0.0,1.0,1.0,1.0
2019-12-05,4.0,0.0,0.0,1.0,1.0,1.0
2019-12-06,5.0,0.0,0.0,1.0,1.0,1.0
2019-12-07,5.0,0.0,0.0,1.0,1.0,1.0
2019-12-08,5.0,0.0,0.0,1.0,0.0,1.0
2019-12-09,5.0,0.0,0.0,1.0,0.0,4.0
2019-12-10,6.0,0.0,0.0,1.0,0.0,3.0
2019-12-11,4.0,0.0,0.0,1.0,0.0,3.0
2019-12-12,3.0,0.0,0.0,1.0,0.0,3.0
2019-12-13,3.0,0.0,0.0,1.0,0.0,3.0
2019-12-14,2.0,0.0,0.0,1.0,0.0,3.0
2019-12-15,2.0,0.0,0.0,1.0,0.0,3.0
2019-12-16,2.0,0.0,0.0,1.0,0.0,3.0
2019-12-17,2.0,0.0,0.0,1.0,0.0,3.0
2019-12-18,3.0,0.0,0.0,2.0,0.0,4.0
2019-12-19,3.0,0.0,0.0,2.0,0.0,4.0
2019-12-20,2.0,0.0,0.0,3.0,0.0,4.0
2019-12-21,3.0,0.0,0.0,3.0,0.0,4.0
2019-12-22,3.0,0.0,1.0,3.0,0.0,4.0
2019-12-23,3.0,0.0,1.0,3.0,0.0,1.0
2019-12-24,2.0,0.0,1.0,3.0,0.0,1.0
2019-12-25,2.0,0.0,1.0,2.0,0.0,1.0
2019-12-26,2.0,0.0,1.0,2.0,0.0,1.0
2019-12-27,2.0,0.0,1.0,2.0,0.0,1.0
2019-12-28,2.0,0.0,1.0,2.0,0.0,1.0
2019-12-29,2.0,0.0,1.0,2.0,0.0,1.0
2019-12-30,2.0,0.0,1.0,2.0,0.0,1.0
2019-12-31,2.0,0.0,1.0,2.0,0.0,1.0
2020-01-01,4.0,0.0,1.0,1.0,0.0,0.0
2020-01-02,4.0,0.0,1.0,1.0,0.0,0.0
2020-01-03,5.0,2.0,1.0,0.0,0.0,0.0
2020-01-04,7.0,2.0,1.0,0.0,0.0,0.0
2020-01-05,7.0,2.0,0.0,2.0,0.0,0.0
2020-01-06,7.0,2.0,0.0,2.0,0.0,0.0
2020-01-07,7.0,2.0,0.0,2.0,0.0,1.0
2020-01-08,7.0,2.0,0.0,2.0,0.0,1.0
2020-01-09,7.0,2.0,0.0,2.0,0.0,1.0
2020-01-10,7.0,2.0,0.0,2.0,0.0,1.0
2020-01-11,7.0,2.0,0.0,2.0,0.0,1.0
2020-01-12,7.0,3.0,0.0,2.0,0.0,1.0
2020-01-13,7.0,3.0,0.0,2.0,0.0,1.0
2020-01-14,9.0,3.0,0.0,2.0,0.0,1.0
2020-01-15,6.0,3.0,0.0,3.0,0.0,1.0
2020-01-16,6.0,3.0,0.0,3.0,0.0,1.0
2020-01-17,5.0,1.0,1.0,3.0,0.0,1.0
2020-01-18,2.0,1.0,1.0,3.0,0.0,1.0
2020-01-19,2.0,1.0,1.0,1.0,0.0,1.0
2020-01-20,2.0,1.0,1.0,1.0,0.0,1.0
2020-01-21,2.0,1.0,1.0,1.0,0.0,0.0
2020-01-22,2.0,1.0,1.0,1.0,0.0,0.0
2020-01-23,2.0,1.0,1.0,1.0,0.0,0.0
2020-01-24,2.0,1.0,1.0,1.0,0.0,0.0
2020-01-25,2.0,1.0,1.0,1.0,0.0,0.0
2020-01-26,2.0,0.0,1.0,1.0,0.0,0.0
2020-01-27,3.0,0.0,1.0,1.0,0.0,0.0
2020-01-28,1.0,0.0,1.0,1.0,0.0,0.0
2020-01-29,1.0,0.0,1.0,0.0,0.0,0.0
2020-01-30,1.0,0.0,1.0,0.0,0.0,0.0
2020-01-31,1.0,0.0,0.0,0.0,0.0,0.0
2020-02-01,1.0,0.0,0.0,0.0,0.0,0.0
2020-02-02,1.0,0.0,0.0,0.0,0.0,0.0
2020-02-03,1.0,0.0,0.0,1.0,0.0,0.0
2020-02-04,3.0,0.0,0.0,1.0,0.0,1.0
2020-02-05,4.0,0.0,0.0,1.0,0.0,1.0
2020-02-06,4.0,0.0,0.0,1.0,0.0,1.0
2020-02-07,4.0,0.0,0.0,3.0,0.0,1.0
2020-02-08,4.0,0.0,0.0,3.0,0.0,1.0
2020-02-09,4.0,0.0,0.0,3.0,0.0,1.0
2020-02-10,3.0,0.0,0.0,3.0,0.0,1.0
2020-02-11,3.0,0.0,1.0,3.0,0.0,1.0
2020-02-12,3.0,0.0,1.0,4.0,0.0,1.0
2020-02-13,4.0,0.0,1.0,4.0,0.0,1.0
2020-02-14,5.0,0.0,1.0,4.0,0.0,1.0
2020-02-15,5.0,1.0,1.0,4.0,0.0,1.0
2020-02-16,7.0,1.0,1.0,4.0,0.0,1.0
2020-02-17,7.0,1.0,1.0,3.0,0.0,1.0
2020-02-18,6.0,1.0,1.0,4.0,0.0,0.0
2020-02-19,5.0,1.0,1.0,4.0,0.0,0.0
2020-02-20,5.0,1.0,1.0,4.0,0.0,0.0
2020-02-21,5.0,1.0,1.0,2.0,0.0,0.0
2020-02-22,5.0,1.0,1.0,2.0,0.0,0.0
2020-02-23,5.0,1.0,1.0,2.0,0.0,0.0
2020-02-24,5.0,1.0,1.0,2.0,0.0,0.0
2020-02-25,5.0,1.0,0.0,2.0,0.0,0.0
2020-02-26,5.0,1.0,0.0,1.0,0.0,0.0
2020-02-27,4.0,1.0,0.0,1.0,0.0,0.0
2020-02-28,3.0,1.0,0.0,1.0,0.0,0.0
2020-02-29,3.0,0.0,0.0,1.0,0.0,0.0
2020-03-01,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-02,1.0,0.0,0.0,1.0,0.0,0.0
2020-03-03,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-04,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-05,0.0,0.0,0.0,0.0,0.0,1.0
2020-03-06,0.0,0.0,4.0,1.0,1.0,1.0
2020-03-07,1.0,0.0,4.0,1.0,2.0,1.0
2020-03-08,1.0,0.0,4.0,2.0,3.0,1.0
2020-03-09,1.0,0.0,4.0,3.0,3.0,1.0
2020-03-10,1.0,0.0,4.0,3.0,3.0,1.0
2020-03-11,1.0,0.0,4.0,3.0,3.0,1.0
2020-03-12,1.0,0.0,4.0,3.0,3.0,1.0
2020-03-13,1.0,0.0,4.0,3.0,3.0,1.0
2020-03-14,1.0,0.0,4.0,3.0,3.0,1.0
2020-03-15,1.0,0.0,4.0,3.0,3.0,1.0
2020-03-16,1.0,0.0,4.0,3.0,3.0,1.0
2020-03-17,1.0,0.0,4.0,3.0,7.0,1.0
2020-03-18,1.0,0.0,4.0,3.0,8.0,1.0
2020-03-19,1.0,0.0,4.0,3.0,8.0,0.0
2020-03-20,1.0,0.0,0.0,2.0,7.0,0.0
2020-03-21,0.0,0.0,0.0,2.0,6.0,0.0
2020-03-22,0.0,0.0,0.0,1.0,5.0,0.0
2020-03-23,2.0,0.0,0.0,0.0,5.0,0.0
2020-03-24,2.0,0.0,0.0,0.0,5.0,0.0
2020-03-25,2.0,0.0,0.0,0.0,5.0,0.0
2020-03-26,3.0,0.0,0.0,0.0,5.0,0.0
2020-03-27,3.0,0.0,0.0,0.0,5.0,1.0
2020-03-28,3.0,0.0,0.0,0.0,5.0,2.0
2020-03-29,4.0,0.0,0.0,0.0,5.0,2.0
2020-03-30,4.0,0.0,0.0,0.0,5.0,2.0
2020-03-31,4.0,0.0,0.0,0.0,1.0,2.0
2020-04-01,4.0,0.0,0.0,0.0,0.0,2.0
2020-04-02,4.0,0.0,0.0,0.0,0.0,2.0
2020-04-03,4.0,0.0,0.0,1.0,0.0,2.0
2020-04-04,4.0,0.0,0.0,1.0,0.0,3.0
2020-04-05,4.0,0.0,0.0,1.0,0.0,3.0
2020-04-06,2.0,0.0,0.0,1.0,0.0,3.0
2020-04-07,3.0,0.0,0.0,1.0,0.0,3.0
2020-04-08,3.0,0.0,0.0,1.0,0.0,3.0
2020-04-09,2.0,0.0,0.0,1.0,0.0,3.0
2020-04-10,3.0,0.0,0.0,1.0,0.0,2.0
2020-04-11,3.0,0.0,0.0,1.0,0.0,1.0
2020-04-12,2.0,0.0,0.0,1.0,0.0,1.0
2020-04-13,3.0,0.0,0.0,1.0,0.0,1.0
2020-04-14,3.0,0.0,0.0,1.0,0.0,1.0
2020-04-15,4.0,0.0,0.0,1.0,0.0,1.0
2020-04-16,5.0,0.0,0.0,2.0,0.0,1.0
2020-04-17,5.0,0.0,0.0,1.0,0.0,1.0
