hashtag,GRUENE,LINKE,CDUCSU,SPD,AFD,FDP
fortschrittlich,0,0,0,0,1,0
frage,2,0,1,1,1,0
fragen,0,1,1,0,2,1
fragt,0,0,0,1,0,0
fraktion,0,0,1,0,2,0
fraktionsklausur,0,0,0,1,0,0
frankreich,0,0,0,0,3,0
frau,14,13,8,5,6,1
frauen,1,1,0,1,0,1
frauenanteil,0,1,0,0,0,0
frauenkampftag,0,3,0,0,0,0
frauenklasse,0,0,0,0,1,0
frauenkörpern,0,0,0,0,1,0
frauenmärz,1,0,0,0,0,0
frauenquote,0,0,0,1,2,0
frauenrechte,0,1,0,0,0,0
frauensport,0,0,0,0,1,0
frauentag2021,0,1,0,0,0,0
frauinnen,0,0,0,0,1,0
fraupräsident,0,0,0,0,1,0
freedom,0,0,0,1,0,0
freetech,1,0,0,0,0,0
frei,0,0,1,1,1,1
freie,0,0,2,0,0,0
freiheit,1,0,0,2,0,0
freiheitlich,0,0,0,0,1,0
freitag,0,1,0,0,0,0
freuen,0,0,0,0,1,1
freund,0,0,1,0,0,0
freunden,0,0,0,0,2,0
friedrich,1,2,0,0,0,0
from,0,0,0,3,0,0
früh,0,1,0,0,0,0
frühsexualisierung,0,0,0,0,1,0
full,0,0,0,1,0,0
funktionieren,0,0,0,0,0,1
funktionsfähig,0,0,0,0,1,0
furchtbar,0,0,0,0,1,0
fußballunterhaltung,0,0,0,0,1,0
fw,0,0,0,0,0,1
fällen,1,0,1,1,0,0
fänd,0,1,0,0,0,0
fördern,0,0,0,0,2,0
förderung,0,0,0,0,1,0
fühlen,1,0,0,2,0,0
führend,0,0,0,0,1,0
führung,0,0,0,0,1,0
für,0,0,2,2,2,1
fürs,0,0,0,0,1,0
fürstlich,0,0,0,0,1,0
gaga,1,0,0,0,3,0
ganserer,0,0,0,0,2,0
ganz,0,0,0,0,1,0
gap,2,3,2,4,0,0
garantieren,0,0,0,0,0,1
gasen,0,0,0,0,0,1
gastbeitrag,0,0,1,0,0,0
gaus,0,0,0,0,1,0
gay,0,0,0,1,0,0
gebdert,0,0,0,0,1,0
geben,0,2,1,0,1,0
gebet,0,0,0,0,1,0
gebetsformel,0,0,0,0,1,0
gebildet,0,0,0,0,0,1
gebildete,0,0,0,0,0,1
gebrauchen,0,0,2,0,0,0
gebühr,0,0,0,0,1,0
gebührenzahlens,0,0,0,1,0,0
gefahr,0,1,0,0,0,0
geflüchtet,0,1,0,0,0,0
gefunden,0,0,0,0,1,0
gefährden,0,0,0,0,2,1
gefährder,0,0,0,0,2,0
gefährlich,0,0,0,0,1,0
gefühl,0,1,0,0,1,1
gegen,0,0,0,0,1,0
gegendemo,0,0,0,0,1,0
gegendert,0,0,1,0,1,0
gegenteil,0,0,1,1,0,0
gegenwart,0,1,0,0,0,0
gegner,0,1,0,0,0,0
gehalt,1,0,0,0,0,0
gehaltsgruppen,0,0,0,0,0,1
gehassten,0,0,0,0,0,1
gehen,0,0,0,1,0,0
geheuchel,0,0,0,0,1,0
gehirn,0,1,0,0,0,0
geht,0,0,0,2,0,0
gehts,0,0,1,1,0,0
geistlos,0,0,0,0,1,0
gekeife,0,0,0,0,1,0
gelaber,0,1,0,0,0,0
gelb,0,0,0,0,1,0
geld,0,0,0,1,1,0
gelingen,1,0,0,0,0,0
gelten,0,0,0,0,1,0
gemeindeparlament,0,0,0,0,1,0
gemeinsam,0,0,0,1,0,0
genannt,0,0,2,0,2,0
genau,0,2,2,0,1,2
gender,11,11,11,19,37,8
genderal,0,0,0,0,1,0
genderbehörde,1,0,0,0,0,0
genderbias,1,0,0,0,0,0
gendercaregap,0,0,1,0,0,0
genderdeutsch,0,0,0,0,1,0
genderdiversenquote,0,0,0,0,1,0
genderdoppelpunkt,0,0,1,0,1,0
genderdreck,0,0,0,0,1,0
gendere,0,0,0,0,1,1
gendereconimics,1,0,0,0,0,0
genderequality,0,0,0,2,0,0
genderfanatiker,0,0,0,0,1,0
genderfans,0,0,0,0,1,0
gendergaga,2,3,6,4,23,1
gendergap,0,1,0,0,0,0
gendergerecht,0,0,0,1,0,0
gendergerechte,0,1,0,0,3,4
gendergerechten,0,1,1,0,0,0
gendergerechtigkeit,0,0,0,0,1,1
genderirrsinn,0,0,1,0,0,0
genderismus,0,0,0,0,2,0
genderisten,0,0,0,0,1,0
genderklo,0,0,0,0,1,0
genderkunstsprache,0,0,1,0,0,0
gendern,19,17,40,14,29,12
genderneusprech,0,0,0,0,2,0
genderneutrale,0,0,0,0,0,1
gendernneindanke,0,0,1,0,0,0
genderns,0,1,0,1,1,0
genderpartei,0,0,0,0,1,1
genderpaygap,7,7,2,3,2,1
genderprojekt,0,0,0,0,1,0
genderquatsch,0,0,0,0,5,0
genderschwachsinns,0,0,0,0,1,0
genderschwurbelei,0,0,1,0,0,0
gendersensible,0,0,0,0,1,0
gendersprache,2,4,7,1,4,3
gendersprech,0,0,1,0,0,0
genderstar,2,1,0,0,0,0
genderstern,1,1,3,0,1,1
gendersternchen,2,3,8,1,1,2
gendersternneindanke,0,0,1,0,0,0
genderstotter,0,0,0,0,1,0
genderstudies,0,1,0,0,0,0
gendert,0,1,5,1,9,2
gendertheorie,0,0,0,0,1,0
genderunsinn,0,0,0,0,2,0
genderunterstrich,0,0,1,0,0,0
genderverbot,1,5,0,0,1,1
genderwahn,0,0,3,0,4,0
genderwahnsinn,0,0,0,0,1,0
genderwissenschaft,0,0,0,0,0,1
genderzeichen,0,0,2,0,0,0
genderzwang,0,1,2,0,0,0
generalinspekteur,0,0,0,0,1,0
generisch,0,0,0,0,1,0
generischesmaskulinum,0,0,0,0,1,0
genoss,0,1,0,0,0,0
genügen,0,0,0,0,2,0
george,0,1,0,0,0,0
gera,0,0,0,0,4,0
gerade,0,0,0,0,1,1
geradejetzt,0,0,0,2,0,0
geradestehen,0,0,0,0,1,0
gerecht,1,0,0,0,0,0
gerechter,1,0,0,0,0,0
gerechtergerechter,1,0,0,0,0,0
gerechtigkeit,1,0,0,2,0,1
geriert,0,0,0,0,1,0
gering,0,0,1,0,0,0
german,0,2,0,0,0,0
germany,0,0,0,1,0,0
gerne,1,2,2,0,1,0
gerster,0,0,1,0,0,0
gesamtgesellschaftlich,0,0,1,0,0,0
gesamtwirtschaftlichen,0,0,1,0,0,0
geschehen,0,0,1,0,0,0
geschichte,0,1,0,0,0,0
geschichtsunterricht,0,0,0,1,0,0
geschlecht,1,0,1,1,1,0
geschlechter,3,0,0,0,0,0
geschlechtergerecht,1,0,0,0,0,1
geschlechtergerechte,2,0,1,0,2,0
geschlechtergerechter,0,0,0,0,0,1
geschlechtergerechtigkeit,0,2,1,1,0,0
geschlechtergerechtigtkeit,1,0,0,0,0,0
geschlechterstereotype,0,0,0,0,0,1
geschlechtsgenossin,0,0,0,0,1,0
geschätzt,0,0,0,0,0,1
gesellschaft,0,0,1,0,1,1
gesellschaftlich,0,1,0,0,0,0
gesellschaftsordnung,0,0,0,0,1,0
gesellschaftszerfall,0,0,0,0,1,0
gesetz,1,0,1,0,0,2
gesetze,0,0,0,0,1,0
gesetzes,2,0,0,0,0,0
gesetzesentwurf,0,0,0,0,1,0
gesetzesentwürfen,1,0,0,0,0,0
gesetzessprache,0,0,1,0,0,0
gesetzestexte,1,0,0,0,0,1
gesetzestexten,0,0,0,0,0,1
gespräch,0,0,1,0,1,0
gestalten,1,0,0,0,0,0
gestelzten,0,0,0,0,0,1
gestern,0,1,0,1,0,0
gesundheitssystem,0,1,0,0,0,0
getrieben,0,0,0,0,1,0
getue,0,0,0,0,1,0
gewaltenteilung,0,0,0,0,1,0
gewinnen,1,0,0,0,1,1
gewährleisten,1,0,0,0,1,0
gewöhnen,0,0,0,0,1,0
gewöhnung,0,0,0,0,1,0
gez,0,0,0,0,1,0
gezabschaffen,0,0,0,0,1,0
gezeter,1,0,0,0,0,0
gg,0,0,0,0,1,0
gibt,1,0,0,0,1,0
giffey,0,0,0,0,1,0
glauben,0,0,0,0,2,0
gleich,2,4,1,0,0,0
gleichberechtigt,0,0,0,0,1,0
gleichberechtigung,0,2,2,0,1,0
gleichen,0,1,0,1,0,0
gleichmacherei,0,0,1,0,0,0
gleichstellung,1,1,0,3,1,1
gleichstellungsfragen,1,0,0,0,0,0
gleichstellungsjahr,0,1,0,0,0,0
gleichwertige,0,0,0,1,0,0
global,0,0,0,0,0,1
glückwunsch,0,0,0,1,0,0
goals,0,0,0,1,0,0
good,0,1,0,0,0,0
grammatik,0,0,0,0,1,0
grammatikalisch,0,0,0,0,1,0
grammatisch,0,0,1,0,0,0
gratulation,0,0,0,0,1,0
great,0,0,0,1,0,0
greatly,0,0,0,1,0,0
greifen,0,0,1,1,1,0
greiz,0,0,0,0,4,0
groß,0,0,1,1,0,0
großkonzerne,0,0,0,0,1,0
großteil,0,0,5,0,0,0
grueneverhindern,0,0,0,1,1,0
grund,1,2,1,1,0,0
grundgesetz,0,0,1,0,0,0
grundstein,0,0,0,1,0,1
grundsätzlich,0,0,0,0,0,1
gruppe,0,0,0,1,0,0
gruppenklagerecht,1,0,0,0,0,0
gröhlen,0,0,0,1,0,0
gröpl,0,0,0,0,0,1
grün,1,0,2,0,1,3
grüne,1,0,6,2,7,2
grünesbundestagswahlprogramm,0,0,0,0,1,0
grüninnen,0,0,0,0,2,0
grünlinke,0,0,0,0,2,0
grünlinkes,0,0,0,0,1,0
gt,1,0,0,0,0,2
gulag,0,0,0,0,1,0
gut,1,1,0,1,5,0
gute,0,0,1,0,1,0
gängelei,0,0,1,0,0,0
gängig,0,1,0,0,0,0
gör,0,0,0,0,1,0
günstige,1,0,0,0,0,0
günter,0,0,0,0,1,0
haben,1,1,0,0,0,0
hach,0,0,0,0,1,0
halt,0,0,1,0,0,0
halte,0,0,5,1,1,0
halten,0,0,1,0,2,0
hamburghasstgesunde,0,0,0,0,1,0
hand,0,2,0,0,0,0
handeln,0,1,1,0,0,2
handhaben,0,0,1,0,0,0
hannah,0,0,0,0,1,0
hans,0,1,0,0,0,0
harbarth,0,0,0,0,1,0
hardliner,0,0,0,0,1,0
harmlose,0,0,0,0,0,1
harry,0,0,0,0,1,0
hart,1,0,0,0,0,0
harte,0,0,0,0,1,0
hartz,0,1,0,0,0,0
haseloff,0,1,0,0,0,0
hasser,0,0,0,0,1,0
hauptsache,0,0,0,0,1,1
hausarbeit,0,0,0,0,1,0
hausarbeiten,0,0,0,1,0,0
hausen,0,0,0,0,1,0
have,1,0,0,0,0,0
hebräisch,0,0,0,0,1,0
heidenreich,0,0,0,0,1,0
heilsam,0,1,0,0,0,0
heimat,0,0,0,0,1,0
helfen,1,0,0,0,1,0
hellen,2,0,0,0,0,0
hello,0,1,0,0,0,0
help,0,0,0,1,0,0
heranzuziehen,0,0,0,0,0,1
herausforderung,0,0,0,0,0,1
herkunft,0,0,0,1,0,0
herr,0,0,0,0,2,0
herrn,0,0,0,0,2,0
herrschaft,0,1,0,0,1,0
herstellen,0,0,0,0,0,1
herzlich,1,0,0,0,0,0
herzliche,0,0,0,1,0,0
hessen,0,0,0,0,2,0
hetzen,0,1,0,0,0,0
heuchlerisch,0,0,0,0,1,0
heute,1,1,1,1,1,1
heutig,1,0,1,1,1,0
heutige,0,0,1,0,0,0
heutzutage,0,0,0,1,0,0
highest,0,0,0,1,0,0
hilfe,0,0,0,0,0,1
hinschauen,0,0,0,0,0,1
hinterfragen,0,0,1,0,0,0
hinterher,1,0,0,0,0,0
hirngespinst,0,0,0,0,1,0
historie,0,0,1,0,0,0
hit,0,0,0,1,0,0
hochkarätig,0,0,0,0,1,0
hochschule,0,0,1,0,0,0
hoffen,0,0,1,0,0,1
hoffnung,0,0,1,0,0,0
holen,0,1,0,0,0,0
holocaust,0,1,0,0,0,0
honoraruntergrenzen,0,1,0,0,0,0
hornscheidt,0,0,0,2,0,0
hoschule,0,1,0,0,0,0
how,0,1,0,0,0,0
hpbaxxter,0,1,0,0,0,0
human,0,0,0,2,0,0
humoriges,0,0,0,0,1,0
hyperhyper,0,1,0,0,0,0
hysterisch,0,0,0,0,1,0
häufig,1,1,0,0,0,0
höchst,0,0,0,0,1,0
höchste,0,0,0,0,1,0
höchstens,0,1,0,0,0,0
hölderlin,0,0,0,1,0,0
hören,0,0,3,0,1,0
ich,17,16,45,15,20,9
idahobit,0,0,0,1,0,0
idahobit2021,0,0,0,1,0,0
idee,1,0,0,0,0,0
identity,0,0,0,1,0,0
identitätspolitik,0,1,0,0,0,2
ideologe,0,0,0,0,3,0
ideologen,0,0,0,0,2,0
ideologie,1,1,1,0,8,0
ideologin,0,0,0,0,1,0
ideologisch,0,0,2,0,1,0
ideologische,0,0,0,0,2,0
idiotie,0,0,0,0,2,0
ignorieren,0,0,0,0,1,0
illiberal,0,0,1,0,0,0
im,3,1,1,0,2,0
immer,2,0,0,0,0,0
impfdosen,0,0,0,0,1,0
impressiv,0,0,0,1,0,0
in,4,4,2,1,4,0
indianer,0,0,0,1,0,0
indigene,0,0,0,0,1,0
indirekt,0,0,0,1,0,0
individuals,0,0,0,1,0,0
indoktriniert,0,0,0,0,1,0
indymedia,0,0,0,0,1,0
influencerin,0,1,0,0,0,0
information,0,0,1,0,1,0
infostand,0,0,0,0,1,0
ingenieur,0,0,0,0,2,0
ingenieurin,0,0,0,0,0,1
inhaltsleere,0,0,0,0,1,0
initiative,1,0,1,0,0,0
inklusionsteams,0,0,0,0,1,0
inklusiv,0,1,0,0,0,0
inklusiver,2,0,0,0,0,0
innen,1,3,0,0,8,0
innenzahlern,0,0,0,0,1,0
insights,0,0,0,1,0,0
insofern,0,1,0,0,0,0
inspirieren,0,0,0,0,0,1
instagram,0,0,0,0,1,0
instanz,0,0,1,0,0,0
institution,0,0,1,0,0,0
instrumentalisieren,1,0,0,0,0,0
insurance,0,0,0,1,0,0
inszenieren,0,0,0,0,1,0
intellektuell,0,0,0,0,1,0
interessant,2,0,0,0,0,0
interessieren,0,1,3,1,0,0
intern,0,0,0,0,0,1
internationalwomensday,0,0,0,2,0,0
internet,1,0,0,0,0,0
into,0,0,0,1,0,0
introduce,0,1,0,0,0,0
inwiefern,0,1,0,0,0,0
inzest,0,0,0,0,1,0
inzwischen,0,0,0,0,1,0
irak,0,0,0,0,1,0
irfsummit2021,0,0,0,0,1,0
irgendwann,1,0,0,0,0,0
irgendwie,0,0,1,0,0,0
ironie,0,0,1,0,0,0
irre,0,0,0,0,1,0
irren,0,0,1,0,1,0
irrergehtnichtmehr,0,0,0,0,1,0
irrlehre,0,0,0,0,1,0
irrsinn,0,0,0,0,0,1
irrweg,0,0,0,0,1,0
irssinn,0,0,1,0,0,0
is,0,0,0,4,0,0
isixhosa,0,1,0,0,0,0
islamistischer,0,0,0,0,1,0
israeli,0,0,0,1,0,0
it,0,0,0,1,0,0
iv,0,1,0,0,0,0
iwd,0,0,0,1,0,0
iwd2021,0,0,0,1,0,0
iwie,0,0,1,0,0,0
ix,0,0,0,0,1,0
ja,0,1,0,0,2,0
jahn,1,0,0,0,0,0
jahr,5,4,1,2,3,0
jahr10telangen,0,0,0,0,1,0
jahrhundert,0,1,0,0,0,0
jahrtausend,0,0,0,0,1,0
jakobiner,0,0,0,0,1,0
jakobinischen,0,0,0,0,1,0
januar,1,0,0,0,0,0
jarasch,0,0,0,0,1,0
jed,0,0,3,0,0,0
jede,0,1,0,0,0,0
jedens,0,0,0,1,0,0
jesus,0,0,0,0,1,0
jetzt,0,0,1,0,3,0
jeweilig,0,0,0,0,0,1
job,0,1,0,2,0,0
jobs,0,0,0,0,1,0
joe,0,0,0,0,1,0
journalism,1,0,0,0,0,0
journalismus,0,0,1,0,0,0
journalist,0,1,1,0,0,0
journalistin,0,0,0,0,1,0
journalists,0,1,0,0,0,0
ju,0,1,0,0,0,0
jugend,0,0,0,0,1,0
jugendliche,0,0,0,0,1,0
junge,0,0,0,0,1,0
juso,0,0,1,0,0,0
justice,0,0,0,1,0,0
jährig,0,0,0,0,1,0
jährigen,1,0,0,0,0,0
jüngst,0,0,0,0,0,1
jüngste,0,0,0,1,0,0
kabulaiport,0,0,0,0,1,0
kaderschmieden,0,0,0,0,1,0
kaeser,0,0,0,0,1,0
kalkül,2,0,0,0,0,0
kampagne,0,0,0,1,0,0
kandidaten,0,0,0,0,1,0
kannweg,0,0,0,0,1,0
kanzler,1,0,0,0,0,0
kanzlerkandidatin,0,0,0,1,0,0
kaputt,0,1,0,0,0,0
karriere,0,0,1,0,0,0
kartellparteien,0,0,0,0,1,0
kassel,0,0,0,0,0,3
katholik,0,0,0,0,1,0
kaum,0,0,0,0,1,0
kebekus,1,0,0,0,0,0
kehren,0,0,0,0,1,0
kein,0,1,1,0,4,0
keingenderzwang,0,0,4,0,0,0
kennen,1,0,0,0,1,1
kernfrage,0,0,0,1,0,0
kevin,0,1,0,0,0,0
kind,0,0,1,0,4,0
kinderarmut,0,0,0,0,1,0
kindererziehung,0,0,1,0,0,0
kinderfeindlich,0,0,0,0,1,0
kinderinnen,0,0,0,0,1,0
kirche,0,0,0,0,1,0
kiste,0,0,1,0,0,0
kita,1,1,0,0,1,0
klang,0,0,1,0,0,0
klappen,0,0,1,0,0,0
klaren,2,0,2,0,1,0
klarer,0,0,0,0,1,0
klarheit,0,0,0,0,0,1
klartext,0,0,0,1,1,0
klein,0,0,0,0,1,0
kleinschreibung,0,0,1,0,0,0
klima,0,0,0,1,3,2
klimakrise,1,0,0,0,0,0
klimaunsinn,0,0,0,0,1,0
klimawahn,0,0,0,0,2,0
klimawandel,0,1,0,0,0,0
klimawandelleugner,0,1,0,0,0,0
kluge,1,0,0,0,0,0
klären,0,1,0,0,0,0
knesset,0,0,0,1,0,0
knicken,0,0,0,0,1,0
knieschuss,0,0,0,0,1,0
koalitionsfähig,0,0,0,0,1,0
koeppen,0,0,1,0,0,0
kohleausstieg,0,0,0,0,1,0
kolleg,0,0,0,0,1,0
kollege,1,0,3,1,0,1
kolumne,0,0,0,1,0,0
komisch,0,1,0,0,0,0
kommen,0,0,2,0,1,0
kommende,0,0,0,0,0,1
kommentar,0,0,1,0,0,1
kommt,1,0,0,0,0,0
kommunikation,0,0,0,0,1,1
kommunikationsformen,1,0,0,0,0,0
kommunizieren,0,0,0,0,0,1
komplexität,0,0,1,0,0,0
kompliment,0,0,0,0,1,0
konkurrenz,0,0,0,0,1,0
konmt,0,0,0,0,1,0
konsens,0,1,0,0,0,0
konsequent,0,0,0,1,2,0
konsequenz,1,0,0,0,0,0
konservativ,1,3,0,0,0,0
konservative,0,0,0,1,1,1
konservativen,0,0,0,0,1,0
kontrolle,0,0,0,0,2,0
konventio,0,0,0,0,0,1
konzept,1,0,0,0,0,0
konzerne,0,0,0,0,1,0
konzerninteressen,0,1,0,0,0,0
kooperation,0,0,1,0,0,0
korrekt,1,2,0,1,1,0
korrektheit,0,0,0,0,0,1
korrigieren,0,0,0,1,0,0
korruption,0,0,0,1,0,0
kosten,0,0,0,1,0,0
kraft,0,0,0,0,1,0
kraftvoll,0,1,0,0,0,0
kramen,0,0,1,0,0,0
krankenhäusern,0,1,0,0,0,0
krankenpfleger,0,0,0,0,0,1
krankenpflegern,1,0,0,0,0,0
krankenschwester,2,0,0,0,0,0
krankhaft,0,0,0,1,0,0
kreationen,0,0,0,0,1,1
kredit,1,0,0,0,0,0
kreditanträge,1,0,0,0,0,0
kreditnehmerinnen,1,0,0,0,0,0
kriechen,0,0,0,0,1,0
kriegen,2,0,1,0,1,0
kriminell,0,0,0,0,1,0
krippe,0,0,0,0,1,0
kriterium,0,0,0,0,0,1
kritik,0,1,0,0,1,1
kritisch,0,0,0,0,0,1
kritisieren,0,1,0,1,1,0
kultur,0,0,1,0,1,0
kulturell,0,1,0,0,0,0
kulturkampf,0,0,0,2,0,0
kulturkampfes,0,0,0,0,1,0
kultusminister,0,0,0,0,1,0
kunde,0,0,1,0,0,0
kundig,0,0,0,0,1,0
kundin,0,0,1,0,0,0
kunstsprache,0,0,0,0,0,1
kurz,0,0,0,0,1,0
kuschen,0,0,0,0,1,0
kämpfe,0,1,0,0,0,0
kämpfen,0,0,0,1,2,0
kämpferisch,0,1,0,0,0,0
könn,1,0,0,0,0,0
können,1,2,1,0,0,0
kühnert,0,1,0,0,0,0
kümmern,0,1,0,0,1,0
künftig,1,0,0,1,1,0
künstliche,0,0,1,0,0,1
kürze,0,0,0,0,1,0
lachen,0,0,1,0,0,0
lade,1,0,0,0,0,1
lady,1,0,0,0,0,0
lage,0,0,0,0,1,0
lager,0,0,0,0,1,0
laie,0,0,1,0,0,0
land,0,1,2,0,4,0
landeslisten,0,0,0,1,0,0
landwirtschaft,0,0,0,0,0,1
langsam,0,1,3,1,0,0
language,0,1,0,0,0,0
langweilig,0,0,2,0,0,0
lann,0,0,0,1,0,0
laschet,1,0,1,1,0,0
lassen,2,1,1,1,2,0
last,0,0,0,0,1,0
laufen,0,2,1,0,1,0
laut,1,1,0,1,1,0
lautstark,0,0,0,0,1,0
leader,0,0,0,1,0,0
leading,0,0,0,1,0,0
leben,1,0,2,1,1,0
lebenserwerbseinkommen,1,0,0,0,0,0
lebensstilfragen,0,1,0,0,0,0
lebensweise,1,0,0,0,0,0
legen,0,0,1,0,0,0
lehmann,0,0,0,0,1,0
lehnen,0,0,1,0,3,1
lehren,0,0,0,1,0,0
lehrende,0,0,0,0,0,1
lehrer,0,0,0,1,1,0
lehrstuhl,0,0,2,0,0,0
leiter,1,0,0,0,0,0
lernen,0,0,0,0,0,1
lesen,0,0,1,1,2,1
lesenswert,0,1,1,1,0,0
leserbriefen,0,0,0,0,1,0
letzt,0,0,0,0,1,0
leuchten,2,0,0,0,0,0
leugnen,0,1,0,0,0,0
leute,0,2,2,3,0,0
lgbti,0,0,0,0,1,0
lieb,0,0,0,0,0,1
lieben,1,1,0,0,0,0
lieferketten,0,0,0,1,0,0
lieferkettengesetz,0,1,0,0,0,0
liegen,2,2,1,0,0,0
like,0,1,0,0,0,0
link,0,1,0,0,7,2
linke,0,0,1,0,4,0
linkebpt,0,1,0,0,0,0
linken,0,1,0,0,0,0
links,0,0,0,1,1,0
linksextreme,0,0,0,0,2,0
linksextremisten,0,0,0,0,1,0
linksextremistischen,0,0,0,0,1,0
linksgrüne,0,0,0,0,1,0
linksgrünen,0,0,0,0,1,0
linksgrüner,0,0,0,0,1,0
linksideologische,0,0,0,0,1,0
linkslastige,0,0,0,0,1,0
linksradilen,0,0,0,0,1,0
linksversifften,0,1,0,0,0,0
live,0,0,0,1,0,0
lives,0,0,0,1,0,0
lobby,0,0,0,0,1,0
lobbyist,0,0,0,0,1,0
lobbyisten,0,0,0,0,1,0
loblied,0,0,0,0,1,0
lockdown,0,0,0,0,3,0
lockdownverlaengerung,0,1,0,0,0,0
lohnarmut,0,1,0,0,0,0
lohnen,1,2,0,1,0,0
lohngerechtigkeit,0,0,0,1,0,0
lohngleichheit,1,0,0,0,0,0
lohnlücke,0,0,1,0,0,0
lohnniveaus,0,0,0,0,1,0
lohnstrukturen,2,0,0,0,0,0
lt,1,0,0,0,0,0
ltwlsa,0,0,0,0,1,0
ltwsa,0,1,0,0,0,0
ltwsa21,0,0,0,0,1,0
ludwig,1,0,0,0,0,0
lufthansa,0,0,0,0,1,0
lustig,0,1,0,0,1,0
lustige,1,0,0,0,0,0
lächeln,0,0,0,0,1,0
ländernregionen,0,0,0,1,0,0
lässt,0,0,0,1,3,0
löhne,0,1,0,0,0,0
lösen,0,0,1,0,0,1
lösung,1,0,0,0,2,1
maaßen,0,0,0,0,0,1
machen,2,1,2,0,0,0
machtverhältnissen,0,1,0,0,0,0
mahnen,0,0,0,0,0,1
mai,0,0,0,0,1,0
mal,2,3,3,2,1,1
malen,0,0,1,0,0,0
mama,0,0,1,0,0,0
man,0,2,1,1,2,0
manch,0,0,1,0,1,0
manchmal,0,0,1,0,0,0
mandat,1,0,0,0,0,0
mangelhaft,0,0,0,0,1,0
mann,5,2,2,2,2,1
mannschaft,0,0,1,0,0,0
many,0,0,0,1,0,0
markenkern,0,0,0,1,0,0
marktwirtschaft,0,0,1,0,0,0
marx,0,1,0,0,0,0
marxismus,0,1,0,0,0,0
maschinenbau,0,0,0,0,1,0
masse,0,0,3,0,0,0
massenarbeitslosigkeit,0,0,0,0,1,0
massenmedien,0,0,0,0,1,0
massenmord,0,0,0,0,1,0
massstab,0,0,1,0,0,0
matters,0,0,0,1,0,0
maßnahmen,0,0,0,0,1,0
maßstab,0,0,2,0,0,1
mdl,1,0,0,0,0,0
mdr,0,0,0,0,1,0
medienmacher,0,0,1,0,0,0
mediopunkt,0,0,1,0,0,0
medium,0,1,0,0,1,1
meet,0,0,0,1,0,0
mehr,0,2,2,0,1,0
mehrer,1,0,0,0,0,0
mehrheit,0,1,4,1,7,1
mehrheitlich,0,0,1,0,0,0
mein,4,2,4,1,7,2
meine,0,1,1,2,1,0
meinung,0,1,3,0,1,0
meinungsfreiheit,0,0,0,0,1,0
meist,1,0,3,0,0,1
meistens,0,1,0,0,0,0
melden,0,0,1,0,0,0
member,0,0,0,1,0,0
mensch,4,5,9,1,7,3
menschenrechte,1,0,0,0,0,0
menschenverachtenden,0,0,0,0,1,0
merkel,0,0,0,0,2,1
merz,1,2,0,1,1,1
miete,0,0,0,1,0,0
mietpreise,0,1,0,0,0,0
migranten,0,0,0,0,1,0
migration,0,0,0,0,1,0
migrationspolitik,0,1,0,0,0,1
mike,0,0,0,0,1,0
mikroökonomie,1,0,0,0,0,0
milieu,0,0,0,0,2,0
milliarde,0,0,0,0,1,0
million,0,1,0,1,2,0
mimimi,0,1,0,0,0,0
minderheit,0,0,0,3,1,0
minderwertigkeit,0,0,0,0,0,1
mindestens,0,0,0,0,0,1
minimum,0,0,0,1,0,0
ministerposten,0,0,0,0,1,0
minus,0,0,0,0,1,0
minute,0,0,1,0,1,0
misandrie,0,1,0,0,0,0
miserabel,0,1,0,0,0,0
missbrauch,0,1,0,0,0,0
missbrauchen,0,0,1,0,0,0
missglückte,0,0,1,0,0,0
mit,1,3,1,0,1,0
mitarbeiter,0,0,0,0,1,0
mitgemeint,0,0,1,0,0,0
mitglied,0,0,0,0,3,0
mitglieder,0,0,0,0,1,0
mitkriegen,0,1,0,0,0,0
mitmachen,0,0,1,0,0,0
mitsprechen,0,0,1,0,0,0
mitte,0,0,0,0,0,1
mitteln,0,0,0,0,1,0
mittels,0,0,0,0,1,0
mittler,0,0,0,0,0,1
mittlerweile,0,1,0,1,0,0
mitverantwortet,0,1,0,0,0,0
mitzeichnen,0,0,0,0,1,0
mobbing,0,0,0,1,0,0
moderator,0,0,1,0,0,0
moderatorin,0,0,0,0,1,0
moderieren,0,0,0,0,0,2
modern,0,0,0,0,1,0
moment,0,1,0,0,0,0
monat,0,0,0,0,1,0
monatlich,0,1,0,0,0,0
moralisch,0,0,0,0,1,0
more,0,0,0,2,0,0
morgen,0,0,0,0,1,0
motor,0,0,0,0,1,0
moved,0,0,0,1,0,0
much,0,0,0,1,0,0
mund,0,0,1,0,0,0
munter,0,0,0,1,2,0
muss,0,0,0,1,0,0
mut,0,1,0,0,0,0
mutig,0,0,0,1,0,0
mutter,0,0,0,0,2,0
muttersprache,0,0,2,0,1,0
mwn,0,0,1,0,0,0
myanmar,0,0,0,0,1,0
mädchen,0,1,0,0,1,0
männer,0,0,0,0,1,0
männeranteil,0,0,0,0,0,1
männern,0,0,0,0,1,0
männlich,1,0,1,1,3,0
männliche,1,2,1,0,0,0
märz,1,0,0,0,0,0
mögen,0,1,0,0,0,0
müde,0,0,0,0,1,0
mühe,0,1,0,0,0,0
münchen,0,0,1,0,0,1
müsste,0,1,0,0,0,0
müssten,1,0,0,0,0,0
na,0,0,0,1,1,0
nach,0,0,0,0,1,0
nachbessern,0,1,0,0,0,0
nachdenken,0,1,0,0,0,0
nachhaltigkeit,0,0,1,0,0,0
