hashtag,GRUENE,FDP,SPD,CDUCSU,LINKE,AFD
beweislastumkehr,0,0,0,0,1,0
bewerben,0,0,1,0,0,0
bewerbersituation,0,0,0,0,0,1
bewertung,0,1,0,1,0,0
bewundern,0,0,0,0,0,1
bewusst,1,0,1,0,1,1
bewusstes,0,0,0,0,1,0
bezahlen,3,0,1,0,5,3
bezahlt,0,0,1,0,0,0
bezahlung,0,0,1,0,3,0
bezeichnen,0,0,0,2,0,0
bezeichnend,0,0,0,0,0,1
beziehen,0,0,2,1,0,0
beziehungsweise,0,0,1,3,0,2
bezug,0,0,1,0,0,1
bgh,0,0,0,0,0,1
bibel,0,0,0,1,0,1
bibi,0,0,0,0,0,1
biden,0,1,0,0,0,1
bieten,0,1,0,0,0,2
big,0,0,1,0,0,0
biggest,0,0,2,0,0,0
bikini,0,0,0,0,0,1
bilanz,0,0,0,0,0,1
bild,1,2,0,0,3,1
bildende,0,0,0,0,1,0
bilderstürmern,0,0,0,0,0,1
bildung,1,2,0,2,1,1
bildungs,0,0,0,0,0,1
bildungsausschuss,0,0,0,0,0,1
bildungsbürgern,0,0,0,1,0,0
bildungsgerechtigkeit,0,0,0,0,1,0
bildungspartnerschaft,0,0,0,0,0,1
bildungsstudie,0,0,0,0,1,0
bildungsverlierer,0,0,0,0,0,1
bill,0,0,1,0,0,0
billig,0,0,0,0,1,0
billigen,1,0,0,0,0,0
bims,0,0,0,0,1,0
binary,1,0,0,0,0,0
binding,0,0,1,0,0,0
binnen,1,0,1,5,0,1
binneni,1,0,0,0,0,0
binären,0,0,0,1,2,0
biologie,0,0,0,0,0,4
biologisch,0,0,0,0,0,3
biologische,0,0,0,0,0,1
bionade,0,0,0,0,0,1
bis,1,0,1,0,1,0
bisexuell,0,0,1,0,0,0
bishe,0,0,0,0,0,1
bisherig,1,0,1,0,0,0
bit,0,0,1,0,0,0
bitte,4,0,0,0,1,2
bitten,3,0,1,0,1,3
bitter,1,0,0,0,0,0
blacklivesmatter,0,0,0,0,0,1
blackrock,0,0,0,0,0,1
blank,1,0,0,0,0,0
blatt,0,0,0,0,0,1
blaue,0,0,0,0,0,1
bleib,1,0,0,0,0,0
bleiben,4,1,0,3,3,12
blicken,0,0,1,1,0,1
blind,0,0,0,1,0,0
blitzschnell,0,0,0,0,0,1
blm,0,0,0,0,0,1
blockade,0,0,0,0,0,1
blocke,0,0,1,0,0,0
blocken,0,0,1,0,0,0
blockieren,1,0,0,0,0,0
bloß,1,0,1,0,0,0
blume,0,0,0,0,1,1
blöd,0,0,1,0,0,1
blödsinn,0,0,2,1,0,1
bm,0,0,0,0,1,0
bmfsfj,0,0,0,1,0,0
bmw,0,0,0,0,0,1
boah,0,0,0,0,1,0
bochum,0,0,1,0,0,0
bock,1,0,0,0,0,0
bockig,1,0,0,0,0,0
boden,0,0,0,1,0,1
bonn,1,1,0,0,0,0
bonner,0,0,0,1,0,0
bonzen,0,0,0,0,0,1
border,0,0,0,0,0,1
bornierte,0,0,0,0,0,1
boshaft,0,0,0,1,0,0
both,0,0,0,0,2,0
botschaft,1,0,0,0,0,0
boy,1,0,0,0,0,0
bpt18,0,1,0,0,0,0
br,0,0,1,0,0,0
branche,0,1,0,1,1,0
branchenneutrale,0,0,0,0,0,1
branchenunterschied,0,0,0,0,0,1
brand,0,0,0,0,0,1
brandenburg,0,0,0,0,1,1
brandner,0,0,0,0,0,9
brandnerfragt,0,0,0,0,0,1
brauc,0,0,0,0,0,1
brauche,0,0,0,0,1,0
brauchen,11,4,5,2,7,12
brav,0,0,0,1,0,0
bravo,0,0,0,0,0,1
brd,0,0,0,0,0,1
breakthesilence,0,0,1,0,0,0
brechen,0,0,0,0,1,0
breg,0,0,0,0,2,0
breit,0,0,0,4,0,1
breitband,0,0,0,0,0,1
bremen,0,0,0,0,1,0
bremsen,0,0,0,0,0,2
brennen,0,0,0,1,0,0
brennend,0,0,0,0,0,1
brexit,0,0,0,0,0,1
brief,0,0,0,2,0,0
bringen,1,1,1,2,0,6
brite,0,0,0,0,0,2
brocken,0,0,0,0,0,1
brokkoli,0,0,0,0,0,1
broschüre,0,0,0,0,0,1
brussels,0,0,2,0,0,0
brust,0,0,0,0,0,1
brustkrebs,1,0,0,0,0,0
bruttostd,0,0,0,0,1,0
bruttostundenlohn,3,0,0,0,0,0
bruttostundenlöhne,0,0,0,0,1,0
brüder,0,0,0,0,0,1
brühl,0,0,3,0,0,0
bt,0,0,1,0,0,1
btadavaeo,0,0,0,0,1,0
btw,0,0,0,0,1,0
btw2021,0,0,1,0,0,0
btw21,1,0,0,0,0,1
buchen,3,0,0,0,1,0
budgeting,3,1,1,0,0,0
bulgaria,0,0,2,0,0,0
bulgarien,0,0,1,0,0,0
bullshi,0,0,0,0,0,1
bullshit,0,0,0,0,0,1
bund,0,0,0,0,2,2
bundesebene,0,0,0,0,0,1
bundeshaushalt,1,0,1,0,0,0
bundeshaushalts,0,0,0,0,1,0
bundesinnenministerium,0,0,0,0,1,0
bundesliga,0,0,0,0,2,0
bundesländern,0,0,0,1,0,0
bundesministerin,1,0,0,0,0,0
bundespolizei,0,0,0,0,0,1
bundespräsidenten,0,0,0,0,0,1
bundesreg,0,0,0,0,1,0
bundesregierung,8,0,1,0,2,9
bundesrepublik,0,0,0,0,1,0
bundestag,11,1,2,1,9,27
bundestagsabgeordnete,0,0,2,0,0,0
bundestagsfraktion,0,0,0,0,0,1
bundestagsverwaltung,1,0,0,0,0,0
bundestagswahl,1,1,0,0,0,0
bundestagswahl2021,0,0,0,0,0,1
bundestagswahlprogramm,1,0,0,0,0,0
bundesverfassungsgericht,0,0,0,0,1,2
bundeswehr,6,2,0,2,0,15
bundesweit,0,0,0,0,2,0
bunt,0,0,0,0,0,3
bunteswehr,0,0,0,0,0,1
buntewelt,0,0,0,0,0,1
buntheit,0,0,0,0,0,1
bureg,0,0,0,0,1,0
burkhardt,0,0,0,0,0,1
busch,0,0,0,0,0,1
business,0,0,0,0,0,1
but,0,0,2,0,1,0
butcher,0,1,0,0,0,0
bverfg,0,0,0,0,0,2
by,1,0,5,0,1,0
bzgl,1,0,0,1,0,0
bzw,1,0,0,0,0,1
bäcker,0,1,0,0,0,1
böckin,0,0,0,0,0,1
bösartig,0,0,0,0,1,0
böse,0,0,0,1,0,0
bösen,0,0,0,0,1,0
bücherregalen,0,0,0,0,0,1
bündnis,0,0,0,0,1,0
bürger,2,0,0,0,0,1
bürgerdialog,0,0,0,0,0,1
bürgerfern,0,0,0,1,0,0
bürgerfonds,1,0,0,0,0,0
bürgerin,0,1,0,0,0,0
bürgerlich,0,0,0,0,0,2
bürgerlicher,0,0,0,0,0,1
bürgern,0,3,0,0,0,5
bürgerversicherung,1,0,0,0,0,0
bürgschaft,0,0,1,0,0,0
büro,0,0,0,1,0,1
bürokratie,0,2,0,0,0,0
ca,0,0,0,1,2,2
call,1,0,0,0,0,0
calltoaction,0,0,0,0,1,0
campaigner,0,0,1,0,0,0
can,0,0,4,0,0,0
cancel,0,0,0,0,1,0
cancelculture,0,0,0,0,3,0
capetown,0,0,0,0,1,0
capitol,0,0,0,0,2,0
cardoso,1,0,0,0,0,0
care,1,0,0,0,0,0
carriegracie,1,0,0,0,0,0
cartoon,0,0,0,0,0,1
cats,0,0,1,0,0,0
cc,1,0,0,0,1,0
cda,0,0,0,1,0,0
cdu,4,0,3,4,2,17
cdugoesafd,0,0,1,0,0,0
cdugoesmerz,1,0,0,0,0,0
cduler,0,0,0,1,0,0
cdurausausderregierung,0,0,0,0,3,0
cecile,0,0,1,0,0,0
cent,0,0,0,0,0,3
ceo,0,0,0,0,1,0
ceu,1,0,0,0,0,0
chairperson,0,0,1,0,0,0
champion,1,0,1,0,1,0
chamäleon,0,0,0,0,0,1
chance,0,1,1,0,0,0
chancengerechtigkeit,0,0,0,1,0,0
chancengleichheit,0,0,0,1,1,0
change,0,0,1,0,0,0
chapeau,1,0,0,0,0,0
chaps,0,0,0,0,1,0
check,0,0,1,0,0,1
checken,0,0,1,0,0,1
chef,0,0,0,0,0,1
chefin,1,0,0,0,0,0
chemie,0,0,0,0,0,1
chen,0,0,0,0,0,1
chief,1,0,0,0,0,0
child,1,0,1,0,0,0
children,0,0,0,0,2,0
china,1,0,0,0,1,0
chinesisch,0,0,0,1,0,0
christ,0,0,0,0,0,1
christentum,0,0,0,0,0,1
christine,0,1,0,0,0,0
christlich,0,0,0,1,0,0
christoph,0,1,0,0,0,0
chromosomenpaar,0,0,0,0,0,1
cities,0,0,0,0,1,0
city,0,0,0,0,0,2
cl,0,2,0,0,0,0
claim,0,0,1,0,0,0
clauskleber,0,0,0,1,0,0
clear,0,0,1,0,0,0
click,0,0,0,0,1,0
climate,0,0,6,0,2,0
climatejustice,4,0,0,0,0,0
close,0,0,3,0,0,0
closing,0,0,1,0,0,0
co,0,0,0,1,0,5
co2,0,1,0,0,0,1
cohesion,0,0,1,0,0,0
cola,0,0,1,0,0,0
collaboration,0,0,1,0,0,0
colleague,0,0,1,0,0,0
combatting,0,0,1,0,0,0
come,0,0,1,0,0,0
comes,0,0,1,0,0,0
comments,0,0,0,0,1,0
commissioner,0,0,3,0,0,0
commitments,0,0,1,0,0,0
committed,0,0,2,0,0,0
committee,0,0,1,0,0,0
communities,0,0,1,0,0,0
concept,0,0,1,0,0,0
conditionality,0,0,1,0,0,0
conference,0,0,1,0,0,0
conflict,0,0,1,0,0,0
congratulations,1,0,1,0,0,0
congress,0,0,0,0,0,3
connewitz,1,0,0,0,0,0
conservative,0,0,0,0,1,0
continue,0,0,1,0,0,0
contribution,0,0,1,0,0,0
convention,0,0,1,0,0,0
conversational,0,0,0,0,1,0
conversations,0,0,0,0,1,0
cool,2,0,0,0,1,0
coole,1,0,0,0,0,1
cooperation,0,0,1,0,0,0
cop13,1,0,0,0,0,0
copyright,0,0,1,0,0,0
core,1,0,0,0,0,0
corona,1,2,0,1,3,6
coronagipfel,0,0,0,0,1,0
coronakrise,0,0,0,0,0,1
coronavirusdeutschland,0,0,0,0,1,0
coronazeiten,1,0,0,0,0,0
corrected,0,0,0,0,0,1
correctness,0,0,1,0,0,1
could,0,0,1,0,0,0
couleur,0,0,0,0,0,1
count,0,0,3,0,0,0
counterpart,0,0,1,0,0,0
couragezeigen,0,0,1,0,0,0
course,0,0,1,0,0,0
court,1,0,0,0,0,0
covid,0,0,1,0,0,0
covid19,0,0,1,0,1,1
covid2019de,0,0,0,0,1,1
creating,0,0,0,0,1,0
crisis,0,0,2,0,0,0
critical,0,0,1,0,0,0
crowdfunding,1,0,0,0,0,0
csu,0,2,0,1,0,7
culturalappropiation,0,0,0,0,0,1
cultutre,0,0,0,0,1,0
cuma,0,0,0,0,1,0
cumexfiles,1,0,0,0,0,0
current,1,0,0,0,0,0
da,6,0,5,5,5,9
dabei,0,0,0,0,0,1
dafür,0,0,0,1,0,3
dahingehend,0,0,0,1,0,0
dahlgren,0,0,1,0,0,0
daily,0,0,0,0,0,1
damalig,0,0,0,0,1,0
dame,0,0,0,0,0,3
damit,2,0,0,0,2,0
dank,1,0,0,1,1,2
dankbar,0,0,0,0,0,1
danke,2,0,0,0,0,1
danken,2,0,1,2,1,4
dankespd,0,0,0,0,0,1
dann,0,1,0,3,0,2
darauf,0,0,0,1,0,0
darstellen,0,0,0,0,0,1
darstellung,0,0,0,1,0,0
darum,0,0,0,0,0,2
darüber,0,0,0,0,0,1
das,0,0,1,0,0,1
dasing,0,0,0,0,0,1
dass,2,0,1,3,0,2
data,2,0,0,1,0,0
daten,0,0,0,0,1,0
datenlücke,1,0,0,0,0,0
datenschutz,0,0,0,0,0,1
datum,1,0,0,0,0,0
dauern,0,1,0,0,0,1
davet,0,0,0,0,1,0
david,0,0,1,0,0,0
davonlaufen,0,0,0,0,0,2
davor,0,0,0,0,0,1
dax,0,0,0,0,0,1
day,0,0,2,1,3,0
dayofthegirl,0,1,0,0,0,0
days,0,0,1,0,0,0
dazu,3,1,0,0,0,0
de,1,1,1,0,3,0
deal,0,0,0,0,1,0
dear,0,0,5,0,0,0
death,0,0,0,0,1,0
debate,0,0,3,0,0,0
debatte,0,1,4,3,7,3
deckel,0,1,0,0,0,0
deckmäntelchen,0,0,0,0,0,1
deepfakes,2,0,0,0,0,0
deeply,0,0,1,0,0,0
defend,1,0,0,0,0,0
definieren,1,0,0,3,0,0
definitiv,0,0,0,0,0,1
degradieren,0,0,0,0,0,1
dekadent,0,0,0,0,0,1
dekadenz,0,0,0,0,0,1
delegation,1,0,0,0,0,0
delta,0,0,0,0,1,0
demagogie,0,0,0,0,1,0
demand,0,0,1,0,0,0
demnächst,0,0,0,0,0,3
democracies,0,0,2,0,0,0
democracy,3,0,2,0,0,0
democrat,0,0,0,0,0,1
democratic,0,0,2,0,0,0
democrats,0,0,0,0,0,1
demokrat,0,1,0,0,1,0
demokratie,1,1,1,0,2,2
demokratieansatz,0,0,0,0,0,1
demokratisch,2,0,0,0,0,1
demokratische,0,0,0,0,0,1
demokratischer,0,0,0,1,0,0
demonstrierende,0,0,0,0,0,1
demoskopen,0,0,0,0,0,1
denis,0,0,2,0,0,0
denkbar,0,0,0,1,0,0
denken,2,2,3,0,7,1
denker,0,0,0,0,0,1
denktdochmalnach,0,0,0,0,0,1
denn,1,2,2,0,2,0
dennoch,0,0,1,0,0,1
denunzieren,0,0,0,0,0,1
deplatziert,1,0,0,0,0,0
deppen,0,0,0,0,0,1
der,1,0,0,0,0,0
derartig,0,0,0,0,0,1
derer,0,0,0,1,0,0
derjenige,1,0,0,0,0,0
derweil,0,0,0,0,0,1
derzeit,0,0,0,0,1,2
desaster,0,0,0,0,1,0
deshalb,0,0,0,3,1,1
design,0,0,1,0,0,0
desto,0,0,0,0,0,1
deswegen,2,3,0,0,0,2
deut,0,0,0,1,0,0
deutlich,3,0,0,1,2,1
deutliche,0,0,0,0,0,1
deutsch,2,1,2,7,3,32
deutsche,0,1,2,1,0,7
deutschen,0,3,0,0,2,4
deutschesprache,0,0,1,2,0,1
deutschland,6,0,3,5,8,24
deutschlandabernormal,0,0,0,0,0,6
deutschlandfunk,0,0,0,1,0,1
deutschlandfunks,0,0,0,0,0,1
deutschlandstipendium,1,0,0,0,0,0
deutschmeister,0,0,0,0,0,1
deutschsprachig,0,0,1,0,0,0
deutschtümelnden,0,0,0,0,1,0
dezentralisierung,0,0,0,0,0,1
dezernent,1,0,0,0,0,0
değerli,0,0,0,0,1,0
dfb,0,0,0,0,1,2
dgb,1,0,0,0,0,0
dialogue,1,0,0,0,0,0
diana,0,0,0,1,0,0
dicht,1,0,0,0,0,1
did,0,0,1,0,0,0
didn,0,1,0,0,0,0
die,0,0,0,0,3,4
diegruenen,0,1,0,0,0,0
diehälftedermacht,1,0,0,0,0,0
diemannschaft,0,0,0,0,0,1
dienen,0,0,0,0,0,1
dienlich,0,1,0,0,0,0
dienstgrade,0,1,0,1,0,0
dienstgraden,0,0,0,2,0,0
diese,1,0,0,2,0,3
diesel,0,0,0,0,0,3
dieseltechnologie,0,0,0,0,0,1
diesen,0,0,0,0,0,1
dieser,0,1,0,0,0,4
dieses,0,0,0,0,1,1
diesmal,0,0,0,1,0,0
diewelle,0,0,0,0,0,1
diffamieren,0,0,0,1,1,0
different,0,0,1,0,0,0
digital,0,1,2,0,0,0
digitalbranche,1,0,0,0,0,0
digitale,0,1,0,0,0,0
digitalebildung,1,0,0,0,0,0
digitalemündigkeit,0,0,0,0,1,0
digitales,0,0,1,0,0,0
digitaleschule,0,0,0,0,0,1
digitalisierung,6,0,1,0,1,2
digitalpakt,0,0,0,0,0,1
digitaltour,1,0,0,0,0,0
diktat,0,1,0,0,0,1
diktatorisch,0,0,0,0,0,1
diktatur,0,0,0,0,0,3
ding,0,0,0,1,0,0
dingen,0,0,0,0,1,1
diplomatie,0,0,1,0,0,1
direkt,1,0,1,0,1,1
disadvantaged,0,0,0,0,1,0
discriminating,0,0,1,0,0,0
discrimination,3,0,1,0,0,0
discuss,1,0,0,0,0,0
discussed,0,0,1,0,0,0
discussion,1,0,2,0,0,0
diskreditieren,1,0,0,0,0,0
diskriminieren,1,0,1,1,0,4
diskriminierend,0,0,1,0,0,0
diskriminiert,0,0,0,1,0,0
diskriminierung,5,0,1,1,3,1
diskriminierungsfreie,0,1,0,0,0,0
diskriminierungsrisiken,1,0,0,0,0,0
diskrminierung,0,0,0,0,0,1
diskurs,0,0,0,0,1,0
diskurstheorie,0,0,0,0,1,0
diskussion,2,0,0,1,2,3
diskussionsteilnehmer,1,0,0,0,0,0
diskutieren,3,2,1,0,1,1
disparat,1,0,0,0,0,0
dissen,0,0,1,0,0,0
distribution,0,0,0,0,1,0
disziplin,1,0,0,0,0,0
ditfurth,0,0,0,1,0,0
divers,1,0,0,0,0,2
diverse,0,0,1,0,0,2
diversen,0,0,0,0,1,0
diversity,0,1,1,1,4,7
diversityday,0,0,1,0,0,0
diversitygaga,0,0,0,0,0,1
diversitytag,1,0,0,0,0,0
diversität,0,1,0,1,1,0
diversitätsgerechtigkeit,0,0,0,0,0,1
divide,0,1,0,0,0,0
diw,0,0,0,0,1,0
dlf,0,0,0,0,0,1
do,0,0,1,0,0,0
doch,2,0,0,0,1,2
dogs,0,0,1,0,0,0
doktrinären,0,0,0,0,1,0
dokument,0,0,0,0,0,1
domestic,0,0,2,0,0,0
dominieren,0,0,0,0,0,2
domsheide,0,0,0,0,1,0
donauwörth,0,0,0,0,0,1
donnerstag,0,1,0,0,0,1
donor,0,0,1,0,0,0
doof,0,0,0,0,0,1
doppelhaushalt,0,0,0,0,0,1
doppelpunkt,3,0,0,3,1,1
doppelspitze,1,0,0,0,0,0
doppelstrukturen,0,0,0,1,0,0
doreen,1,0,0,0,0,0
doria,0,0,0,0,0,1
dort,0,0,0,0,0,1
dortmund,0,0,0,2,0,0
dosis,0,0,0,1,0,0
down,1,0,0,0,0,0
download,1,0,0,0,0,0
dr,1,3,0,0,0,0
dragkid,0,0,0,0,0,1
dramatische,0,0,0,0,0,1
dran,0,0,0,0,2,1
drangsalieren,0,0,0,0,0,1
draußen,1,0,0,0,0,0
dreh,0,0,0,0,1,0
drehen,0,1,0,1,0,2
drei,0,0,0,0,0,1
dreijährige,0,0,0,0,0,1
dreimal,1,0,0,0,0,0
dreistelliger,0,0,1,0,0,0
dresden,0,0,0,0,0,1
dreyer,0,0,0,0,0,1
dringen,2,0,1,1,1,5
dringend,0,0,0,1,0,0
dritteln,0,0,0,0,0,2
drittesgeschlecht,0,0,0,0,0,1
drittgeschlechtsvisitation,0,0,0,0,0,1
drittletzter,1,0,0,0,0,0
drop33,0,0,1,0,0,0
dropping,0,1,0,0,0,0
drucken,0,0,0,0,0,1
drucksen,0,0,0,0,0,1
drängend,0,0,0,0,0,1
drüber,0,1,0,0,1,0
dt,0,0,1,1,1,1
dtl,0,0,0,0,1,0
duden,1,1,0,3,0,8
dudenredaktion,0,0,0,0,0,1
duisburg,0,0,1,0,0,0
dumm,0,0,1,0,0,1
dumpfblüte,0,1,0,0,0,0
durch,0,0,0,1,1,0
durchgegenderten,0,0,0,0,0,1
durchgeknallten,0,0,0,0,0,1
durchkommen,0,0,0,0,1,0
durchlesen,0,0,1,0,0,0
durchschnitt,3,0,0,0,2,0
durchschnittlich,3,0,0,0,3,0
durchsetzen,2,0,0,0,0,1
durchsetzung,0,0,0,0,1,0
durchspielen,0,0,0,1,0,0
dusche,0,0,0,0,0,1
dutzende,0,0,0,0,0,1
dystopie,0,0,0,0,0,1
dämlich,0,0,0,1,0,0
dämliches,0,0,0,0,1,0
dörner,0,0,0,1,0,0
dümpelei,0,0,1,0,0,0
dünn,0,0,0,0,0,1
dünnen,0,0,0,0,0,1
dürfen,0,0,0,1,0,1
düsseldorf,1,0,0,0,0,0
earnings,1,0,0,0,0,0
ebene,0,0,1,0,1,2
ebenfalls,1,0,0,0,0,0
echauffierten,1,0,0,0,0,0
echt,1,0,3,3,2,4
echte,1,0,0,0,1,0
ecke,0,0,0,0,0,1
econ,0,0,1,0,0,0
economics,1,0,0,0,0,0
econtwitter,3,0,0,0,0,0
ediyoruz,0,0,0,0,1,0
education,0,0,1,0,1,0
effektiv,2,0,0,0,1,0
effektive,0,0,0,1,0,0
egal,0,0,0,2,0,2
eh,0,0,0,1,0,0
ehe,0,0,0,0,0,2
ehegattenspltting,1,0,0,0,0,0
ehemalig,0,0,0,0,0,1
ehemals,0,0,0,0,0,1
eher,1,2,0,3,1,3
ehrgeizig,1,0,0,0,0,0
ehrlich,0,1,0,0,0,0
eigentlich,0,0,5,5,4,11
eigenverantwortliche,0,1,0,0,0,0
ein,2,0,0,3,3,8
einblick,1,0,0,0,0,0
einbringen,0,0,0,0,0,1
eindeutig,0,1,0,1,0,1
eindeutigkeit,0,0,0,0,1,0
eindimensional,0,1,0,0,0,0
eindiverspackung,0,0,0,0,0,1
eindruck,1,1,0,0,0,0
eindrucksvoll,0,0,0,0,0,1
eine,2,4,1,1,5,15
einen,0,0,1,0,0,0
einer,1,0,0,0,1,0
eines,0,0,0,0,0,1
einfach,4,3,2,8,5,11
einfallen,0,0,0,0,1,2
einfamilienhaus,0,1,0,0,0,0
einführen,1,0,0,0,2,0
einführung,0,0,0,0,0,3
eingebildet,1,0,0,0,0,0
eingehen,1,0,0,0,0,0
eingreifen,0,0,0,0,0,1
eingriff,1,0,0,0,0,1
einhalt,0,0,0,0,0,1
einhaltung,0,0,1,0,0,0
einheit,0,0,0,0,0,3
einheitliche,0,0,0,0,1,0
einheitlichkeit,0,1,0,0,0,0
einig,1,1,0,1,1,0
einigen,0,0,1,1,1,0
einiges,0,0,0,0,0,1
einklang,0,0,1,0,0,0
einkommen,2,0,0,0,1,0
einkommensdiskriminierung,2,0,0,0,0,0
einkommensunterschied,0,0,1,0,0,0
einkunft,0,0,0,0,1,0
einladung,1,0,0,0,1,2
einlass,0,0,0,0,0,1
einlegen,0,0,0,0,0,1
einleuchten,0,0,0,0,0,1
einmannpackung,0,0,0,0,0,1
einnahmen,0,0,0,0,0,1
einordnen,0,0,0,1,0,0
einrichten,0,0,0,0,1,0
einrichtung,0,0,0,1,0,0
eins,0,0,0,0,0,2
einsatz,0,0,1,1,0,0
einsatzbereitschaft,0,0,0,0,0,1
einsatzlage,0,0,0,0,0,1
einschränken,0,0,0,0,0,1
einschränkung,0,0,0,0,1,0
einschätzung,0,1,0,0,0,0
einseitig,0,0,0,0,0,1
einsetzen,0,1,0,1,2,2
einspruch,0,0,0,1,0,0
einstehen,1,0,0,0,0,0
einsteiger,0,0,0,0,0,1
eintrüben,0,1,0,0,0,0
einwanderer,0,0,0,0,0,1
einwanderung,0,0,0,0,0,3
einwanderungsgesetz,0,0,0,0,0,1
einwanderungsminister,1,0,0,0,0,0
einwohnende,0,0,0,0,0,1
einzig,2,1,3,1,1,2
einzug,0,0,0,0,0,1
eisberg,0,0,0,0,0,1
eisenberg,0,0,0,0,0,2
eisern,0,0,0,0,0,1
eises,0,0,0,0,0,1
ekd,0,0,0,0,0,2
ekelhaft,0,0,0,0,0,1
ekhn,0,0,0,0,0,1
eklig,0,0,0,0,1,0
eklige,0,0,0,0,1,0
elected,0,0,1,0,0,0
election2020results,0,0,0,0,0,1
elektroschocks,0,0,0,0,1,0
eliminieren,0,0,0,0,0,1
elite,0,0,0,1,1,2
elitendebatte,0,3,0,0,0,0
elitär,0,1,0,1,1,0
elizabeth,0,1,0,0,0,0
elke,0,0,0,0,0,1
eltern,0,0,0,0,0,4
elternteil,0,0,0,0,0,1
elternteilen,0,0,0,0,0,1
emanuelcleaver,0,0,0,0,0,1
emanzen,0,0,0,0,0,1
emanzipation,0,0,0,1,2,0
emek,0,0,0,0,1,0
emiratis,0,0,1,0,0,0
emissions,1,0,0,0,0,0
emissionshandels,0,1,0,0,0,0
empathie,0,1,0,0,0,0
empfangen,1,0,0,0,0,0
empfehlen,0,0,0,0,0,1
empfehlung,1,0,0,1,1,4
empfinden,0,0,0,1,1,0
empfindlichkeit,0,0,0,0,0,1
empfohlen,0,0,0,1,0,0
empirie,1,0,0,0,0,0
empower,0,0,1,0,0,0
empowerment,0,0,2,0,0,0
empowers,0,0,1,0,0,0
empören,0,1,1,0,0,0
en,0,0,0,0,0,2
enable,1,0,0,0,0,0
end,0,0,2,0,0,0
endegelaende,0,0,0,0,1,0
enden,1,1,1,0,0,5
endlich,1,0,0,1,1,3
endsexualharassment,0,0,1,0,0,0
endstufe,0,0,0,0,0,1
endung,0,0,0,1,0,0
energie,0,1,0,0,0,1
energiewende,1,0,0,0,0,2
energy,1,0,0,0,0,0
energytransition,1,0,0,0,0,0
engagement,1,0,0,0,0,0
engagieren,2,0,0,0,0,0
engaging,0,0,1,0,0,0
englische,0,0,1,0,0,0
ens,0,0,4,0,0,1
ensured,0,1,0,0,0,0
entblödet,0,0,0,0,0,1
entdecken,1,0,0,0,0,1
enteignung,0,1,0,0,0,0
entfernen,1,0,0,0,0,1
entgegen,0,0,1,0,1,0
entgegensetzen,1,0,0,0,0,0
entgegenstellen,0,0,0,1,0,0
entgegentreten,0,0,0,0,1,1
entgegenwirken,0,0,0,0,0,1
entgeltgleichheit,0,0,0,1,1,0
entgeltgleichheitsgesetz,2,0,1,0,0,0
entgelttransparenz,0,0,1,0,0,0
entgelttransparenzgesetz,2,0,0,0,1,0
entgeltunterschied,0,0,0,0,1,0
enthalten,0,0,0,0,1,0
entlarven,0,0,0,0,0,2
entlarvt,0,0,0,0,0,1
entlasten,0,0,0,1,0,0
entlohnen,1,0,0,0,0,0
entmannt,1,0,0,0,0,0
entscheiden,0,0,2,1,0,1
entscheidend,0,0,0,0,0,1
entscheidung,4,1,0,1,0,1
entscheidungsträgern,1,0,0,0,0,0
entschließungsanträgen,1,0,0,0,0,0
entschuldigen,0,0,1,0,0,0
entsprechen,0,0,0,2,2,2
entsprechend,0,0,0,0,0,1
entstehen,0,0,0,1,0,0
entweder,0,0,0,0,1,0
entwickeln,0,0,1,0,1,1
entwicklung,0,0,0,2,0,3
entwicklungsvorhaben,0,0,0,0,0,1
entwürfe,1,0,0,0,0,0
entwürfen,1,0,0,0,0,0
ep,0,0,2,0,0,0
epa,0,0,0,0,0,1
epd2020,0,0,0,0,1,0
epochale,0,0,0,0,0,1
epplenary,1,0,0,0,0,0
eqaulpayday,0,0,1,0,0,0
equal,0,0,4,0,1,0
equality,2,1,14,1,3,1
equaliy,1,0,0,0,0,0
equalpay,5,0,0,0,6,0
equalpayday,9,1,7,5,6,1
equalpayday2019,0,0,0,2,0,0
equalpayforequalwork,0,0,0,0,1,0
er,0,0,0,0,0,2
erarbeiten,1,0,0,0,0,0
erbrochene,0,0,0,0,0,1
erbärmlich,0,0,0,0,0,2
ereifern,0,0,0,1,0,0
erfahren,0,0,0,0,1,0
erfahrung,0,0,0,1,2,0
erfasst,1,0,0,0,0,0
erfinden,0,0,0,1,0,0
erfinder,0,0,0,0,0,1
erfindung,1,0,0,0,0,1
erfolg,0,0,0,0,0,1
erfolgen,0,1,0,0,1,0
erfolglos,0,0,0,0,0,1
erfolgreich,0,0,0,0,0,3
erfolgsbilanz,0,0,0,0,0,1
erforderlich,0,0,0,0,1,0
erfordern,0,1,0,0,1,0
erforschen,1,0,0,0,0,0
erforschung,0,0,0,0,1,0
erfunden,0,0,0,0,1,0
erfurt,0,0,0,0,0,1
erfüllen,1,0,0,0,0,0
ergatterte,0,0,0,0,0,1
ergeben,0,0,1,0,0,0
ergebnis,1,0,0,0,0,4
ergänzen,0,0,0,0,1,1
ergänzung,0,0,0,1,0,0
erhalten,3,0,3,0,1,2
erheblich,0,0,0,0,0,1
erhellen,1,0,0,0,0,0
erholungsprämie,0,0,1,0,0,0
erhältlich,0,0,0,0,0,1
erhöhen,0,0,0,1,0,1
erhöhung,0,0,0,0,1,0
